hospitalId, hospitalLocation, capacity, assignmentCount, filledPercentage, preferences, assignments, assignmentRanks
H192, 3, 1, 1, 1.0, R297 R266 R382 R164 R108 R82 R317 R313 R42 R356 R290 R147 R258 R368 R176, R382, 2
H193, 44, 3, 1, 0.33333334, R418 R264 R430 R419 R295 R3 R159 R56 R386 R69 R499 R174 R1 R420 R226, R499, 10
H194, 43, 5, 2, 0.4, R205 R457 R209 R375 R467 R12 R56 R308 R333 R144 R439 R43 R352 R158 R63, R439 R71, 10 -1
H195, 45, 5, 0, 0.0, R337 R179 R339 R52 R112 R140 R43 R305 R420 R56 R363 R384 R437 R133 R51, , 
H196, 45, 3, 0, 0.0, R169 R458 R52 R455 R480 R289 R373 R278 R108 R82 R11 R441 R123 R390 R273, , 
H197, 2, 5, 4, 0.8, R356 R48 R437 R485 R86 R300 R226 R116 R139 R223 R193 R479 R230 R357 R387, R433 R479 R344 R226, -1 11 -1 6
H198, 22, 3, 1, 0.33333334, R402 R394 R147 R458 R498 R357 R41 R249 R450 R130 R466 R0 R149 R181 R313, R181, 13
H199, 30, 3, 1, 0.33333334, R140 R321 R457 R155 R281 R354 R313 R187 R458 R171 R309 R260 R243 R8 R205, R8, 13
H200, 20, 5, 2, 0.4, R403 R414 R336 R297 R77 R26 R188 R477 R114 R21 R307 R408 R389 R102 R390, R201 R21, -1 9
H201, 31, 4, 2, 0.5, R415 R322 R462 R8 R57 R203 R427 R311 R43 R198 R366 R67 R310 R447 R192, R182 R462, -1 2
H202, 19, 2, 2, 1.0, R298 R399 R218 R463 R317 R85 R364 R74 R462 R268 R15 R148 R101 R69 R473, R69 R101, 13 12
H203, 46, 2, 1, 0.5, R176 R489 R7 R299 R430 R423 R358 R328 R438 R85 R398 R156 R291 R273 R285, R328, 7
H204, 34, 5, 1, 0.2, R114 R394 R245 R379 R238 R344 R70 R206 R99 R179 R61 R360 R163 R96 R288, R15, -1
H205, 16, 4, 2, 0.5, R68 R146 R383 R175 R323 R130 R467 R42 R340 R250 R124 R337 R207 R456 R499, R467 R130, 6 5
H206, 46, 3, 3, 1.0, R224 R468 R465 R480 R17 R91 R28 R74 R260 R498 R219 R77 R481 R10 R305, R77 R224 R17, 11 0 4
H207, 12, 4, 4, 1.0, R234 R191 R490 R147 R357 R229 R35 R354 R244 R257 R187 R239 R121 R59 R398, R257 R59 R128 R193, 9 13 -1 -1
H208, 30, 3, 0, 0.0, R21 R410 R350 R476 R211 R157 R75 R460 R348 R292 R221 R225 R443 R73 R106, , 
H209, 14, 1, 0, 0.0, R222 R8 R424 R65 R244 R277 R164 R313 R397 R266 R177 R181 R33 R292 R101, , 
H210, 14, 5, 0, 0.0, R230 R327 R41 R304 R464 R325 R16 R130 R75 R337 R276 R251 R435 R185 R116, , 
H211, 2, 2, 1, 0.5, R319 R38 R31 R147 R389 R436 R454 R315 R87 R129 R388 R79 R227 R365 R341, R319, 0
H212, 6, 2, 0, 0.0, R230 R454 R19 R218 R496 R71 R196 R132 R151 R404 R228 R236 R162 R316 R388, , 
H213, 15, 3, 2, 0.6666667, R141 R483 R216 R95 R246 R461 R281 R388 R424 R332 R490 R58 R392 R496 R134, R134 R281, 14 6
H214, 18, 1, 1, 1.0, R140 R299 R455 R464 R0 R73 R161 R492 R430 R211 R348 R164 R496 R443 R461, R0, 4
H215, 20, 1, 1, 1.0, R21 R149 R224 R86 R409 R147 R396 R50 R414 R400 R296 R262 R89 R178 R319, R56, -1
H216, 32, 1, 1, 1.0, R181 R219 R419 R194 R57 R27 R463 R345 R160 R13 R403 R19 R180 R86 R254, R345, 7
H217, 24, 3, 2, 0.6666667, R308 R410 R141 R97 R44 R356 R127 R329 R330 R162 R14 R258 R79 R96 R261, R329 R368, 7 -1
H218, 24, 2, 2, 1.0, R31 R359 R409 R442 R345 R334 R372 R231 R27 R433 R405 R218 R266 R286 R418, R372 R442, 6 3
H219, 13, 5, 3, 0.6, R263 R189 R162 R93 R109 R289 R414 R91 R184 R269 R361 R331 R315 R287 R89, R299 R9 R250, -1 -1 -1
H220, 47, 4, 0, 0.0, R22 R262 R121 R125 R348 R151 R161 R303 R377 R224 R284 R82 R436 R492 R238, , 
H221, 0, 5, 2, 0.4, R268 R66 R361 R139 R137 R402 R483 R273 R213 R54 R279 R165 R345 R416 R376, R273 R254, 7 -1
H222, 42, 1, 1, 1.0, R482 R293 R264 R96 R376 R204 R120 R109 R393 R189 R58 R136 R118 R61 R10, R393, 8
H223, 15, 3, 3, 1.0, R98 R339 R282 R482 R280 R449 R131 R17 R461 R387 R139 R224 R175 R155 R350, R131 R175 R449, 6 12 5
H224, 6, 5, 1, 0.2, R389 R232 R433 R354 R366 R16 R442 R124 R494 R321 R56 R150 R406 R78 R435, R5, -1
H225, 7, 3, 2, 0.6666667, R470 R418 R302 R484 R408 R435 R100 R205 R394 R153 R290 R173 R425 R52 R427, R30 R470, -1 0
H226, 10, 4, 2, 0.5, R397 R362 R66 R479 R276 R62 R452 R139 R153 R352 R211 R215 R238 R455 R68, R374 R139, -1 7
H227, 2, 5, 0, 0.0, R95 R15 R280 R209 R113 R195 R70 R304 R400 R102 R388 R342 R221 R98 R201, , 
H228, 25, 1, 1, 1.0, R389 R271 R16 R337 R417 R443 R458 R281 R105 R334 R391 R421 R133 R372 R276, R154, -1
H229, 29, 3, 1, 0.33333334, R199 R3 R332 R241 R67 R378 R37 R389 R346 R242 R418 R452 R22 R319 R8, R346, 8
H230, 15, 2, 2, 1.0, R123 R58 R152 R18 R127 R489 R267 R272 R43 R15 R417 R400 R60 R367 R82, R127 R123, 4 0
H231, 38, 3, 1, 0.33333334, R315 R45 R489 R349 R424 R15 R205 R122 R16 R295 R107 R351 R397 R369 R321, R321, 14
H232, 35, 1, 1, 1.0, R402 R350 R206 R113 R24 R164 R288 R341 R243 R453 R286 R391 R314 R487 R208, R206, 2
H233, 42, 4, 0, 0.0, R228 R305 R126 R467 R5 R184 R238 R98 R225 R412 R391 R401 R13 R434 R433, , 
H234, 22, 5, 2, 0.4, R67 R448 R123 R196 R161 R124 R164 R194 R64 R288 R211 R91 R189 R58 R299, R495 R426, -1 -1
H235, 37, 4, 3, 0.75, R72 R307 R326 R283 R33 R191 R147 R487 R210 R22 R137 R281 R190 R329 R104, R307 R33 R326, 1 4 2
H236, 5, 3, 2, 0.6666667, R301 R322 R204 R360 R187 R394 R498 R256 R25 R452 R430 R186 R485 R82 R193, R452 R498, 9 6
H237, 2, 1, 1, 1.0, R440 R54 R282 R334 R397 R482 R466 R312 R181 R479 R17 R345 R279 R354 R454, R334, 3
H238, 13, 5, 1, 0.2, R359 R138 R72 R1 R484 R462 R143 R129 R141 R478 R474 R269 R247 R187 R302, R1, 3
H239, 7, 5, 0, 0.0, R409 R40 R128 R308 R203 R329 R235 R351 R136 R59 R68 R229 R138 R129 R195, , 
H240, 33, 4, 4, 1.0, R260 R241 R360 R444 R404 R267 R284 R123 R320 R383 R173 R403 R296 R292 R182, R360 R444 R320 R383, 2 3 8 9
H241, 28, 4, 2, 0.5, R200 R282 R24 R420 R103 R255 R391 R315 R115 R206 R339 R470 R253 R459 R270, R103 R282, 4 1
H242, 11, 5, 2, 0.4, R327 R136 R288 R33 R438 R86 R317 R421 R179 R466 R226 R4 R326 R125 R337, R114 R288, -1 2
H243, 46, 4, 3, 0.75, R319 R283 R442 R330 R195 R27 R381 R237 R469 R164 R416 R355 R176 R281 R219, R469 R176 R164, 8 12 9
H244, 32, 4, 3, 0.75, R1 R368 R439 R93 R135 R364 R19 R240 R304 R284 R5 R291 R155 R144 R436, R266 R364 R284, -1 5 9
H245, 41, 4, 2, 0.5, R52 R89 R291 R226 R233 R111 R208 R156 R352 R110 R499 R217 R341 R10 R353, R341 R111, 12 5
H246, 37, 3, 2, 0.6666667, R289 R3 R456 R107 R98 R151 R382 R486 R291 R204 R54 R259 R203 R436 R68, R51 R336, -1 -1
H247, 36, 5, 2, 0.4, R368 R357 R280 R297 R122 R218 R380 R132 R60 R96 R224 R63 R434 R467 R107, R417 R60, -1 8
H248, 36, 1, 0, 0.0, R47 R197 R434 R184 R395 R339 R365 R221 R95 R29 R195 R9 R340 R32 R370, , 
H249, 4, 4, 3, 0.75, R333 R478 R401 R498 R393 R303 R206 R7 R12 R488 R426 R403 R335 R17 R33, R403 R401 R61, 11 2 -1
H250, 0, 2, 1, 0.5, R84 R73 R477 R96 R351 R356 R282 R179 R13 R131 R449 R383 R275 R88 R247, R179, 7
H251, 33, 5, 1, 0.2, R346 R272 R456 R491 R5 R121 R113 R306 R381 R215 R278 R447 R348 R429 R107, R381, 8
H252, 1, 4, 2, 0.5, R114 R457 R6 R110 R392 R480 R108 R409 R356 R144 R38 R413 R96 R17 R300, R144 R413, 9 11
H253, 20, 2, 2, 1.0, R89 R4 R214 R153 R71 R182 R141 R198 R208 R473 R171 R347 R91 R94 R131, R473 R115, 9 -1
H254, 31, 3, 3, 1.0, R114 R228 R481 R143 R371 R109 R159 R325 R189 R148 R421 R298 R163 R388 R15, R350 R388 R163, -1 13 12
H255, 32, 3, 2, 0.6666667, R112 R148 R424 R181 R31 R97 R375 R246 R133 R497 R373 R358 R461 R234 R273, R133 R246, 8 7
H256, 40, 4, 3, 0.75, R117 R497 R145 R64 R175 R220 R127 R467 R279 R151 R134 R345 R398 R31 R75, R158 R497 R145, -1 1 2
H257, 37, 1, 1, 1.0, R197 R314 R371 R199 R32 R37 R164 R106 R47 R97 R421 R142 R369 R49 R373, R197, 0
H258, 35, 1, 1, 1.0, R47 R146 R144 R52 R318 R410 R492 R491 R266 R449 R332 R229 R349 R348 R3, R460, -1
H259, 16, 2, 2, 1.0, R316 R25 R378 R321 R206 R90 R233 R219 R449 R343 R399 R157 R496 R35 R136, R316 R399, 0 10
H260, 24, 5, 2, 0.4, R282 R244 R83 R295 R471 R469 R213 R251 R413 R384 R39 R137 R387 R143 R197, R244 R265, 1 -1
H261, 48, 2, 1, 0.5, R34 R267 R50 R230 R100 R236 R78 R345 R276 R250 R315 R244 R185 R62 R412, R34, 0
H262, 25, 4, 1, 0.25, R273 R226 R227 R65 R42 R294 R299 R306 R474 R364 R344 R58 R468 R343 R256, R474, 8
H263, 24, 2, 2, 1.0, R134 R443 R386 R32 R463 R76 R177 R10 R153 R453 R109 R272 R63 R301 R375, R10 R453, 7 9
H264, 3, 1, 1, 1.0, R22 R281 R469 R34 R125 R97 R3 R492 R29 R365 R494 R53 R39 R261 R222, R125, 4
H265, 7, 5, 2, 0.4, R30 R118 R443 R90 R31 R87 R179 R395 R305 R364 R394 R328 R7 R35 R340, R118 R302, 1 -1
H266, 8, 4, 3, 0.75, R145 R405 R170 R87 R5 R269 R118 R186 R178 R16 R275 R246 R394 R338 R407, R73 R87 R275, -1 3 10
H267, 8, 3, 2, 0.6666667, R345 R233 R130 R313 R129 R214 R219 R123 R199 R394 R279 R377 R0 R231 R152, R157 R233, -1 1
H268, 20, 5, 1, 0.2, R210 R292 R167 R222 R39 R239 R102 R287 R388 R451 R15 R106 R293 R97 R141, R239, 5
H269, 7, 4, 3, 0.75, R406 R25 R400 R24 R438 R303 R234 R201 R145 R470 R431 R222 R397 R488 R271, R222 R39 R420, 11 -1 -1
H270, 10, 5, 3, 0.6, R398 R16 R103 R444 R48 R200 R259 R437 R241 R407 R219 R156 R67 R294 R141, R129 R294 R170, -1 13 -1
H271, 8, 5, 4, 0.8, R384 R31 R352 R3 R166 R494 R272 R212 R245 R199 R187 R95 R427 R396 R217, R217 R272 R31 R212, 14 6 1 7
H272, 6, 1, 1, 1.0, R226 R297 R221 R300 R369 R244 R274 R471 R457 R7 R420 R31 R193 R438 R365, R297, 1
H273, 41, 3, 0, 0.0, R415 R60 R350 R284 R442 R309 R34 R496 R53 R185 R255 R161 R248 R406 R414, , 
H274, 18, 2, 1, 0.5, R43 R460 R485 R147 R313 R250 R148 R99 R415 R466 R166 R300 R492 R333 R364, R169, -1
H275, 42, 2, 1, 0.5, R485 R364 R63 R475 R183 R432 R214 R269 R412 R278 R392 R409 R172 R38 R132, R63, 2
H276, 30, 1, 0, 0.0, R371 R481 R190 R476 R104 R74 R153 R256 R394 R317 R8 R162 R277 R199 R139, , 
H277, 30, 2, 2, 1.0, R102 R433 R284 R172 R268 R200 R133 R70 R97 R310 R183 R327 R16 R81 R332, R102 R172, 0 3
H278, 42, 1, 1, 1.0, R375 R27 R310 R324 R472 R497 R299 R315 R477 R77 R355 R196 R414 R194 R296, R375, 0
H279, 11, 1, 1, 1.0, R155 R344 R450 R249 R152 R445 R330 R272 R226 R107 R201 R255 R294 R290 R321, R330, 6
H280, 39, 2, 2, 1.0, R401 R223 R80 R416 R125 R406 R292 R171 R6 R361 R185 R212 R197 R48 R221, R292 R106, 6 -1
H281, 26, 1, 1, 1.0, R192 R135 R384 R33 R35 R214 R338 R63 R298 R1 R412 R468 R429 R451 R225, R192, 0
H282, 27, 3, 2, 0.6666667, R495 R103 R126 R16 R18 R470 R274 R399 R180 R415 R264 R397 R146 R124 R247, R397 R264, 11 10
H283, 32, 1, 1, 1.0, R172 R210 R143 R444 R308 R479 R318 R91 R13 R340 R170 R483 R55 R242 R378, R308, 4
H284, 23, 3, 1, 0.33333334, R90 R485 R425 R472 R272 R287 R231 R462 R261 R460 R93 R262 R404 R269 R379, R4, -1
H285, 6, 4, 4, 1.0, R30 R8 R307 R279 R91 R199 R449 R473 R274 R358 R202 R190 R92 R62 R409, R471 R208 R202 R62, -1 -1 10 13
H286, 29, 2, 2, 1.0, R365 R182 R165 R273 R409 R14 R431 R66 R444 R257 R168 R133 R252 R105 R294, R66 R409, 7 4
H287, 9, 1, 1, 1.0, R48 R347 R373 R344 R1 R56 R152 R223 R365 R440 R10 R387 R23 R78 R88, R365, 8
H288, 9, 2, 2, 1.0, R127 R31 R474 R488 R407 R472 R128 R270 R49 R456 R165 R378 R80 R429 R143, R387 R49, -1 8
H289, 38, 2, 2, 1.0, R139 R280 R470 R382 R307 R292 R36 R0 R452 R335 R255 R262 R315 R155 R358, R335 R315, 9 12
H290, 42, 2, 1, 0.5, R10 R20 R353 R212 R2 R381 R214 R423 R109 R491 R192 R318 R90 R479 R217, R2, 4
H291, 19, 4, 0, 0.0, R59 R289 R404 R454 R312 R204 R111 R120 R121 R17 R264 R86 R196 R187 R206, , 
H292, 41, 1, 0, 0.0, R100 R16 R127 R347 R84 R323 R157 R110 R339 R233 R6 R290 R445 R378 R285, , 
H293, 12, 1, 1, 1.0, R222 R406 R23 R150 R399 R463 R297 R462 R426 R34 R414 R11 R243 R441 R122, R23, 2
H294, 5, 2, 2, 1.0, R294 R303 R187 R336 R416 R63 R313 R403 R20 R16 R119 R386 R442 R209 R141, R113 R187, -1 2
H295, 23, 5, 5, 1.0, R422 R139 R220 R191 R64 R18 R457 R54 R391 R383 R210 R427 R412 R296 R259, R427 R259 R296 R199 R412, 11 14 13 -1 12
H296, 46, 3, 1, 0.33333334, R261 R367 R63 R451 R171 R72 R193 R145 R86 R225 R136 R248 R125 R350 R496, R261, 0
H297, 46, 4, 3, 0.75, R278 R253 R317 R387 R487 R81 R287 R125 R204 R366 R214 R84 R0 R166 R376, R287 R445 R293, 6 -1 -1
H298, 0, 1, 1, 1.0, R106 R422 R42 R39 R59 R128 R86 R161 R415 R127 R222 R0 R177 R65 R69, R42, 2
H299, 38, 5, 1, 0.2, R122 R120 R143 R213 R234 R330 R488 R165 R180 R60 R322 R422 R385 R271 R255, R234, 4
