residentId, residentAssignment, partnerId, partnerAssignment, residentAssignmentLocation, residentAssignmentRank, residentInitialPreferences, residentFinalPreferences, hasPartner, isAnchorPartner, partnerAssignmentLocation, partnerAssignmentRank, partnerInitialPreferences, partnerFinalPreferences
R81, H55, R44, H65, 8, 4, H2 H10 H37 H33 H55 H88 H39 H35 H54 H66 H89 H65 H47 H36, H2 H10 H37 H33 H55 H88 H39 H35 H54 H66 H89 H65 H47 H36, true, false, 4, 4, H10 H66 H39 H54 H65 H36 H33 H23 H55 H28 H8 H74 H63 H0 H34, H10 H66 H39 H54 H65 H36 H33 H23 H55 H28 H8 H74 H63 H0 H34
R82, H82, R195, H38, 0, 1, H46 H82 H65 H77 H51 H37 H38 H95 H19 H29 H24 H58 H3 H15 H80, H46 H82 H65 H77 H51 H37 H38 H95 H19 H29 H24 H58 H3 H15 H80, true, false, 9, 1, H19 H38 H51 H65 H82 H46 H77 H64 H55 H86 H59 H95 H37 H16, H19 H38 H51 H65 H82 H46 H77 H64 H55 H86 H59 H95 H37 H16
R83, H8, R127, H56, 6, 4, H85 H2 H69 H83 H8 H99 H67 H56 H54 H35 H96 H75 H26, H85 H2 H69 H83 H8 H99 H67 H56 H54 H35 H96 H75 H26, true, false, 7, 4, H85 H69 H26 H54 H56 H2 H75 H62 H91 H5 H35 H71 H28 H66 H29, H85 H69 H26 H54 H56 H2 H75 H62 H91 H5 H35 H71 H28 H66 H29
R84, H74, NA, NA, 6, 3, H46 H97 H31 H74 H14 H39 H62 H4 H7 H6 H20 H96 H95 H18 H59, H46 H97 H31 H74 H14 H39 H62 H4 H7 H6 H20 H96 H95 H18 H59, false, NA, NA, NA, NA, NA
R85, H12, NA, NA, 4, 0, H12 H31 H80 H75 H67 H85 H22 H72 H65 H58 H89 H3 H60 H94 H10, H12 H31 H80 H75 H67 H85 H22 H72 H65 H58 H89 H3 H60 H94 H10, false, NA, NA, NA, NA, NA
R86, H43, R114, H10, 3, 4, H76 H37 H60 H55 H43 H10 H95 H44 H34 H38 H17 H42 H65 H85 H59, H76 H37 H60 H55 H43 H10 H95 H44 H34 H38 H17 H42 H65 H85 H59, true, false, 9, 4, H43 H61 H37 H95 H10 H1 H83 H60 H2 H94 H47 H76 H55 H29, H43 H61 H37 H95 H10 H1 H83 H60 H2 H94 H47 H76 H55 H29
R87, H4, R132, H99, 8, 1, H59 H4 H60 H24 H46 H83 H42 H87 H82 H65 H20 H41 H66 H94 H91, H59 H4 H60 H24 H46 H83 H42 H87 H82 H65 H20 H41 H66 H94 H91, true, false, 1, 1, H45 H99 H34 H5 H59 H17 H27 H24 H46 H42 H83 H53 H60 H4, H45 H99 H34 H5 H59 H17 H27 H24 H46 H42 H83 H53 H60 H4
R88, H41, R156, H13, 7, 9, H53 H49 H46 H92 H62 H74 H61 H80 H75 H41 H77 H32 H12 H23, H53 H49 H46 H92 H62 H74 H61 H80 H75 H41 H77 H32 H12 H23, true, false, 6, 9, H53 H62 H49 H92 H75 H12 H23 H7 H34 H13 H5 H70 H74 H22 H57, H53 H62 H49 H92 H75 H12 H23 H7 H34 H13 H5 H70 H74 H22 H57
R89, H20, NA, NA, 1, 2, H81 H95 H20 H82 H34 H41 H42 H83 H86 H78 H76 H27 H33 H84 H6, H81 H95 H20 H82 H34 H41 H42 H83 H86 H78 H76 H27 H33 H84 H6, false, NA, NA, NA, NA, NA
R90, H8, R56, H75, 6, 0, H8 H76 H90 H75 H13 H72 H80 H30 H1 H20 H31 H32 H56 H67, H8 H76 H90 H75 H13 H72 H80 H30 H1 H20 H31 H32 H56 H67, true, false, 2, 0, H75 H31 H76 H20 H67 H56 H30 H91 H50 H51 H23 H29 H74 H39 H11, H75 H31 H76 H20 H67 H56 H30 H91 H50 H51 H23 H29 H74 H39 H11
R91, NO_MATCH, R152, NO_MATCH, -1, 2147483647, H89 H14 H19 H36 H99 H25 H31 H94 H47 H8 H18 H51 H70 H28 H32, H89 H14 H19 H36 H99 H25 H31 H94 H47 H8 H18 H51 H70 H28 H32, true, false, -1, 2147483647, H25 H31 H99 H14 H89 H36 H19 H69 H37 H26 H16 H98 H1, H25 H31 H99 H14 H89 H36 H19 H69 H37 H26 H16 H98 H1
R92, H9, R46, H96, 7, 0, H9 H74 H96 H31 H64 H0 H50 H44 H68 H58 H26 H48 H94 H63 H81, H9 H74 H96 H31 H64 H0 H50 H44 H68 H58 H26 H48 H94 H63 H81, true, false, 9, 0, H96 H42 H74 H50 H0 H5 H9 H30 H21 H65 H88 H64 H39 H31, H96 H42 H74 H50 H0 H5 H9 H30 H21 H65 H88 H64 H39 H31
R93, H37, NA, NA, 9, 5, H3 H69 H36 H53 H45 H37 H56 H39 H66 H73 H7 H50 H9 H85 H63, H3 H69 H36 H53 H45 H37 H56 H39 H66 H73 H7 H50 H9 H85 H63, false, NA, NA, NA, NA, NA
R94, H99, NA, NA, 1, 0, H99 H72 H91 H62 H48 H49 H41 H37 H3 H34 H12 H75 H5 H25 H95, H99 H72 H91 H62 H48 H49 H41 H37 H3 H34 H12 H75 H5 H25 H95, false, NA, NA, NA, NA, NA
R95, H74, NA, NA, 6, 0, H74 H29 H50 H61 H83 H35 H89 H2 H43 H82 H80 H15 H96 H69 H46, H74 H29 H50 H61 H83 H35 H89 H2 H43 H82 H80 H15 H96 H69 H46, false, NA, NA, NA, NA, NA
R96, NO_MATCH, R143, NO_MATCH, -1, 2147483647, H87 H30 H22 H93 H98 H32 H77 H45 H5 H92 H66 H71 H10, H87 H30 H22 H93 H98 H32 H77 H45 H5 H92 H66 H71 H10, true, false, -1, 2147483647, H77 H98 H87 H30 H71 H22 H92 H78 H26 H38 H1 H96 H14 H63 H75, H77 H98 H87 H30 H71 H22 H92 H78 H26 H38 H1 H96 H14 H63 H75
R97, H62, NA, NA, 5, 6, H22 H34 H46 H61 H12 H74 H62 H40 H78 H54 H45 H88 H87 H72 H53, H22 H34 H46 H61 H12 H74 H62 H40 H78 H54 H45 H88 H87 H72 H53, false, NA, NA, NA, NA, NA
R98, H14, R57, H67, 2, 0, H14 H32 H67 H2 H22 H28 H25 H5 H43 H35 H20 H84 H64 H86 H36, H14 H32 H67 H2 H22 H28 H25 H5 H43 H35 H20 H84 H64 H86 H36, true, false, 9, 0, H67 H25 H32 H27 H74 H9 H77 H14 H37 H22 H85 H28 H2 H94, H67 H25 H32 H27 H74 H9 H77 H14 H37 H22 H85 H28 H2 H94
R99, H75, NA, NA, 2, 2, H4 H46 H75 H67 H58 H69 H13 H59 H30 H60 H14 H22 H57 H21 H32, H4 H46 H75 H67 H58 H69 H13 H59 H30 H60 H14 H22 H57 H21 H32, false, NA, NA, NA, NA, NA
R100, H30, NA, NA, 0, 2, H21 H99 H30 H70 H94 H76 H23 H66 H72 H8 H65 H53 H9 H7 H64, H21 H99 H30 H70 H94 H76 H23 H66 H72 H8 H65 H53 H9 H7 H64, false, NA, NA, NA, NA, NA
R101, H15, R48, H55, 6, 9, H84 H1 H79 H4 H38 H90 H39 H17 H98 H15 H64 H24 H92 H59 H41, H84 H1 H79 H4 H38 H90 H39 H17 H98 H15 H64 H24 H92 H59 H41, true, false, 8, 9, H53 H4 H88 H84 H90 H38 H79 H34 H1 H55 H39 H85, H53 H4 H88 H84 H90 H38 H79 H34 H1 H55 H39 H85
R102, NO_MATCH, R167, NO_MATCH, -1, 2147483647, H20 H36 H40 H33 H11 H24 H97 H81 H1 H49 H9 H59 H62 H63 H43, H20 H36 H40 H33 H11 H24 H97 H81 H1 H49 H9 H59 H62 H63 H43, true, false, -1, 2147483647, H40 H97 H36 H20 H19 H24 H7 H33 H46 H75 H49 H90 H11 H43, H40 H97 H36 H20 H19 H24 H7 H33 H46 H75 H49 H90 H11 H43
R103, H57, NA, NA, 5, 2, H96 H17 H57 H58 H64 H63 H50 H56 H19 H73 H10 H5 H27 H13 H77, H96 H17 H57 H58 H64 H63 H50 H56 H19 H73 H10 H5 H27 H13 H77, false, NA, NA, NA, NA, NA
R104, H22, NA, NA, 7, 0, H22 H48 H60 H78 H3 H79 H26 H85 H53 H24 H34 H88 H74 H21 H44, H22 H48 H60 H78 H3 H79 H26 H85 H53 H24 H34 H88 H74 H21 H44, false, NA, NA, NA, NA, NA
R105, H86, NA, NA, 1, 7, H22 H26 H66 H37 H74 H79 H63 H86 H84 H77 H98 H96 H3 H0 H73, H22 H26 H66 H37 H74 H79 H63 H86 H84 H77 H98 H96 H3 H0 H73, false, NA, NA, NA, NA, NA
R106, H29, NA, NA, 8, 2, H40 H85 H29 H4 H27 H34 H88 H44 H22 H11 H97 H94 H82 H64 H75, H40 H85 H29 H4 H27 H34 H88 H44 H22 H11 H97 H94 H82 H64 H75, false, NA, NA, NA, NA, NA
R107, NO_MATCH, R199, NO_MATCH, -1, 2147483647, H27 H83 H10 H80 H65 H31 H11 H38 H77 H82 H17 H47 H39 H97 H79, H27 H83 H10 H80 H65 H31 H11 H38 H77 H82 H17 H47 H39 H97 H79, true, false, -1, 2147483647, H23 H80 H83 H74 H8 H72 H42 H31 H11 H27 H65 H54 H10 H62, H23 H80 H83 H74 H8 H72 H42 H31 H11 H27 H65 H54 H10 H62
R108, H17, NA, NA, 1, 1, H95 H17 H63 H89 H96 H21 H99 H58 H54 H53 H49 H28 H92 H82 H75, H95 H17 H63 H89 H96 H21 H99 H58 H54 H53 H49 H28 H92 H82 H75, false, NA, NA, NA, NA, NA
R109, H15, NA, NA, 6, 2, H57 H43 H15 H26 H87 H28 H14 H56 H18 H98 H33 H89 H90 H82 H95, H57 H43 H15 H26 H87 H28 H14 H56 H18 H98 H33 H89 H90 H82 H95, false, NA, NA, NA, NA, NA
R110, H26, NA, NA, 6, 2, H90 H29 H26 H6 H43 H53 H38 H59 H19 H10 H18 H47 H81 H28 H11, H90 H29 H26 H6 H43 H53 H38 H59 H19 H10 H18 H47 H81 H28 H11, false, NA, NA, NA, NA, NA
R111, H10, NA, NA, 9, 1, H48 H10 H39 H82 H96 H87 H76 H69 H13 H33 H86 H52 H14 H1 H84, H48 H10 H39 H82 H96 H87 H76 H69 H13 H33 H86 H52 H14 H1 H84, false, NA, NA, NA, NA, NA
R112, NO_MATCH, R175, NO_MATCH, -1, 2147483647, H17 H85 H36 H73 H57 H6 H26 H86 H38 H87 H12 H84 H77, H17 H85 H36 H73 H57 H6 H26 H86 H38 H87 H12 H84 H77, true, false, -1, 2147483647, H26 H86 H77 H6 H12 H73 H36 H66 H31 H8 H58 H47 H59 H98 H27, H26 H86 H77 H6 H12 H73 H36 H66 H31 H8 H58 H47 H59 H98 H27
R113, H40, NA, NA, 9, 0, H40 H2 H45 H67 H58 H74 H90 H9 H85 H60 H22 H25 H14 H63 H59, H40 H2 H45 H67 H58 H74 H90 H9 H85 H60 H22 H25 H14 H63 H59, false, NA, NA, NA, NA, NA
R114, H10, R86, H43, 9, 4, H43 H61 H37 H95 H10 H1 H83 H60 H2 H94 H47 H76 H55 H29, H43 H61 H37 H95 H10 H1 H83 H60 H2 H94 H47 H76 H55 H29, true, false, 3, 4, H76 H37 H60 H55 H43 H10 H95 H44 H34 H38 H17 H42 H65 H85 H59, H76 H37 H60 H55 H43 H10 H95 H44 H34 H38 H17 H42 H65 H85 H59
R115, H51, NA, NA, 0, 0, H51 H40 H52 H17 H33 H69 H36 H95 H90 H55 H66 H22 H2 H20 H54, H51 H40 H52 H17 H33 H69 H36 H95 H90 H55 H66 H22 H2 H20 H54, false, NA, NA, NA, NA, NA
R116, H61, NA, NA, 7, 1, H98 H61 H72 H30 H59 H16 H53 H45 H62 H46 H11 H77 H43 H40 H12, H98 H61 H72 H30 H59 H16 H53 H45 H62 H46 H11 H77 H43 H40 H12, false, NA, NA, NA, NA, NA
R117, H6, NA, NA, 6, 0, H6 H97 H30 H89 H94 H19 H12 H54 H58 H41 H48 H15 H56 H52 H86, H6 H97 H30 H89 H94 H19 H12 H54 H58 H41 H48 H15 H56 H52 H86, false, NA, NA, NA, NA, NA
R118, H98, NA, NA, 6, 0, H98 H85 H53 H27 H43 H97 H52 H49 H10 H11 H4 H19 H93 H91 H66, H98 H85 H53 H27 H43 H97 H52 H49 H10 H11 H4 H19 H93 H91 H66, false, NA, NA, NA, NA, NA
R119, H33, NA, NA, 8, 4, H85 H83 H84 H30 H33 H3 H36 H52 H66 H50 H57 H21 H99 H43 H86, H85 H83 H84 H30 H33 H3 H36 H52 H66 H50 H57 H21 H99 H43 H86, false, NA, NA, NA, NA, NA
R120, H73, R198, H86, 1, 3, H19 H18 H85 H73 H40 H76 H46 H77 H26 H53 H44 H86 H55 H66, H19 H18 H85 H73 H40 H76 H46 H77 H26 H53 H44 H86 H55 H66, true, false, 1, 3, H66 H46 H40 H86 H26 H85 H55 H27 H30 H75 H32 H50 H52 H80 H68, H66 H46 H40 H86 H26 H85 H55 H27 H30 H75 H32 H50 H52 H80 H68
R121, H54, R177, H41, 1, 7, H15 H41 H42 H26 H10 H50 H85 H54 H53 H88 H77 H64 H66 H51 H75, H15 H41 H42 H26 H10 H50 H85 H54 H53 H88 H77 H64 H66 H51 H75, true, false, 7, 7, H16 H15 H76 H85 H40 H81 H30 H41 H50 H87 H59 H10 H26 H42, H16 H15 H76 H85 H40 H81 H30 H41 H50 H87 H59 H10 H26 H42
R122, H89, NA, NA, 5, 2, H43 H44 H89 H78 H0 H8 H67 H35 H54 H65 H9 H55 H47 H37 H53, H43 H44 H89 H78 H0 H8 H67 H35 H54 H65 H9 H55 H47 H37 H53, false, NA, NA, NA, NA, NA
R123, H17, R34, H26, 1, 11, H43 H61 H60 H32 H77 H80 H49 H28 H22 H8 H47 H17 H46 H10 H73, H43 H61 H60 H32 H77 H80 H49 H28 H22 H8 H47 H17 H46 H10 H73, true, false, 6, 11, H2 H60 H77 H61 H43 H52 H49 H80 H74 H96 H32 H26 H8, H2 H60 H77 H61 H43 H52 H49 H80 H74 H96 H32 H26 H8
R124, H45, R126, H65, 3, 5, H9 H96 H34 H51 H54 H45 H32 H83 H17 H71 H48 H5 H3 H93 H59, H9 H96 H34 H51 H54 H45 H32 H83 H17 H71 H48 H5 H3 H93 H59, true, false, 4, 5, H9 H96 H34 H36 H95 H65 H32 H54 H74 H51 H37 H58 H45 H1, H9 H96 H34 H36 H95 H65 H32 H54 H74 H51 H37 H58 H45 H1
R125, NO_MATCH, R65, NO_MATCH, -1, 2147483647, H62 H56 H38 H97 H90 H1 H85 H18 H75 H13 H86 H77 H84 H2 H52, H62 H56 H38 H97 H90 H1 H85 H18 H75 H13 H86 H77 H84 H2 H52, true, false, -1, 2147483647, H38 H97 H76 H55 H85 H1 H47 H62 H33 H40 H56 H90 H39 H52, H38 H97 H76 H55 H85 H1 H47 H62 H33 H40 H56 H90 H39 H52
R126, H65, R124, H45, 4, 5, H9 H96 H34 H36 H95 H65 H32 H54 H74 H51 H37 H58 H45 H1, H9 H96 H34 H36 H95 H65 H32 H54 H74 H51 H37 H58 H45 H1, true, false, 3, 5, H9 H96 H34 H51 H54 H45 H32 H83 H17 H71 H48 H5 H3 H93 H59, H9 H96 H34 H51 H54 H45 H32 H83 H17 H71 H48 H5 H3 H93 H59
R127, H56, R83, H8, 7, 4, H85 H69 H26 H54 H56 H2 H75 H62 H91 H5 H35 H71 H28 H66 H29, H85 H69 H26 H54 H56 H2 H75 H62 H91 H5 H35 H71 H28 H66 H29, true, false, 6, 4, H85 H2 H69 H83 H8 H99 H67 H56 H54 H35 H96 H75 H26, H85 H2 H69 H83 H8 H99 H67 H56 H54 H35 H96 H75 H26
R128, H69, NA, NA, 7, 1, H17 H69 H75 H35 H20 H6 H89 H50 H77 H76 H30 H90 H48 H24 H82, H17 H69 H75 H35 H20 H6 H89 H50 H77 H76 H30 H90 H48 H24 H82, false, NA, NA, NA, NA, NA
R129, H60, NA, NA, 6, 1, H20 H60 H44 H97 H66 H41 H92 H39 H54 H62 H74 H61 H42 H96 H65, H20 H60 H44 H97 H66 H41 H92 H39 H54 H62 H74 H61 H42 H96 H65, false, NA, NA, NA, NA, NA
R130, H88, NA, NA, 2, 0, H88 H21 H35 H65 H46 H91 H71 H26 H89 H32 H57 H4 H54 H87 H82, H88 H21 H35 H65 H46 H91 H71 H26 H89 H32 H57 H4 H54 H87 H82, false, NA, NA, NA, NA, NA
R131, NO_MATCH, R55, NO_MATCH, -1, 2147483647, H41 H5 H66 H37 H55 H9 H60 H78 H72 H88 H48 H44 H61 H99 H62, H41 H5 H66 H37 H55 H9 H60 H78 H72 H88 H48 H44 H61 H99 H62, true, false, -1, 2147483647, H50 H9 H61 H83 H37 H41 H21 H60 H5 H16 H79 H55 H66, H50 H9 H61 H83 H37 H41 H21 H60 H5 H16 H79 H55 H66
R132, H99, R87, H4, 1, 1, H45 H99 H34 H5 H59 H17 H27 H24 H46 H42 H83 H53 H60 H4, H45 H99 H34 H5 H59 H17 H27 H24 H46 H42 H83 H53 H60 H4, true, false, 8, 1, H59 H4 H60 H24 H46 H83 H42 H87 H82 H65 H20 H41 H66 H94 H91, H59 H4 H60 H24 H46 H83 H42 H87 H82 H65 H20 H41 H66 H94 H91
R133, H36, NA, NA, 0, 3, H37 H39 H71 H36 H73 H17 H23 H53 H80 H91 H59 H27 H99 H38 H92, H37 H39 H71 H36 H73 H17 H23 H53 H80 H91 H59 H27 H99 H38 H92, false, NA, NA, NA, NA, NA
R134, H70, NA, NA, 0, 0, H70 H6 H5 H88 H18 H95 H77 H4 H90 H35 H19 H25 H13 H98 H37, H70 H6 H5 H88 H18 H95 H77 H4 H90 H35 H19 H25 H13 H98 H37, false, NA, NA, NA, NA, NA
R135, H67, NA, NA, 9, 0, H67 H13 H6 H55 H84 H17 H38 H43 H46 H83 H56 H4 H30 H79 H25, H67 H13 H6 H55 H84 H17 H38 H43 H46 H83 H56 H4 H30 H79 H25, false, NA, NA, NA, NA, NA
R136, H53, NA, NA, 2, 1, H48 H53 H14 H40 H96 H85 H33 H89 H58 H7 H26 H62 H68 H23 H59, H48 H53 H14 H40 H96 H85 H33 H89 H58 H7 H26 H62 H68 H23 H59, false, NA, NA, NA, NA, NA
R137, H68, R24, H57, 5, 0, H68 H10 H64 H3 H82 H91 H62 H80 H89 H60 H54 H94 H15 H86 H90, H68 H10 H64 H3 H82 H91 H62 H80 H89 H60 H54 H94 H15 H86 H90, true, false, 5, 0, H57 H82 H62 H96 H53 H67 H10 H68 H91 H88 H71 H64 H16 H3, H57 H82 H62 H96 H53 H67 H10 H68 H91 H88 H71 H64 H16 H3
R138, NO_MATCH, R179, NO_MATCH, -1, 2147483647, H28 H81 H59 H93 H64 H46 H44 H72 H65 H83 H34 H4 H75 H23, H28 H81 H59 H93 H64 H46 H44 H72 H65 H83 H34 H4 H75 H23, true, false, -1, 2147483647, H65 H23 H28 H72 H75 H4 H64 H99 H55 H58 H69 H11 H66 H59 H57, H65 H23 H28 H72 H75 H4 H64 H99 H55 H58 H69 H11 H66 H59 H57
R139, H94, NA, NA, 4, 2, H1 H37 H94 H53 H78 H60 H49 H20 H80 H39 H95 H22 H90 H21 H9, H1 H37 H94 H53 H78 H60 H49 H20 H80 H39 H95 H22 H90 H21 H9, false, NA, NA, NA, NA, NA
R140, H29, R51, H11, 8, 11, H58 H46 H31 H8 H87 H62 H63 H34 H22 H84 H14 H29 H3 H93 H79, H58 H46 H31 H8 H87 H62 H63 H34 H22 H84 H14 H29 H3 H93 H79, true, false, 7, 11, H44 H12 H63 H58 H68 H85 H8 H7 H45 H62 H46 H11 H87 H31, H44 H12 H63 H58 H68 H85 H8 H7 H45 H62 H46 H11 H87 H31
R141, H46, R5, H56, 2, 11, H25 H57 H48 H0 H61 H41 H2 H35 H17 H68 H54 H46 H38, H25 H57 H48 H0 H61 H41 H2 H35 H17 H68 H54 H46 H38, true, false, 7, 11, H0 H35 H25 H46 H48 H54 H61 H9 H41 H63 H44 H56 H55 H95 H80, H0 H35 H25 H46 H48 H54 H61 H9 H41 H63 H44 H56 H55 H95 H80
R142, NO_MATCH, R47, NO_MATCH, -1, 2147483647, H99 H47 H73 H98 H27 H5 H75 H25 H62 H97 H38 H61 H42, H99 H47 H73 H98 H27 H5 H75 H25 H62 H97 H38 H61 H42, true, false, -1, 2147483647, H62 H42 H5 H61 H47 H25 H75 H88 H60 H41 H19 H68 H52 H39 H59, H62 H42 H5 H61 H47 H25 H75 H88 H60 H41 H19 H68 H52 H39 H59
R143, NO_MATCH, R96, NO_MATCH, -1, 2147483647, H77 H98 H87 H30 H71 H22 H92 H78 H26 H38 H1 H96 H14 H63 H75, H77 H98 H87 H30 H71 H22 H92 H78 H26 H38 H1 H96 H14 H63 H75, true, false, -1, 2147483647, H87 H30 H22 H93 H98 H32 H77 H45 H5 H92 H66 H71 H10, H87 H30 H22 H93 H98 H32 H77 H45 H5 H92 H66 H71 H10
R144, H53, NA, NA, 2, 1, H7 H53 H76 H55 H22 H46 H32 H64 H80 H8 H23 H45 H24 H87 H83, H7 H53 H76 H55 H22 H46 H32 H64 H80 H8 H23 H45 H24 H87 H83, false, NA, NA, NA, NA, NA
R145, H0, R174, H50, 9, 11, H9 H87 H59 H65 H64 H47 H80 H16 H88 H92 H60 H0 H37 H18, H9 H87 H59 H65 H64 H47 H80 H16 H88 H92 H60 H0 H37 H18, true, false, 9, 11, H0 H47 H87 H60 H88 H80 H92 H28 H35 H15 H57 H50 H29 H34 H53, H0 H47 H87 H60 H88 H80 H92 H28 H35 H15 H57 H50 H29 H34 H53
R146, H13, NA, NA, 6, 1, H91 H13 H93 H73 H90 H50 H29 H2 H51 H31 H32 H7 H43 H74 H40, H91 H13 H93 H73 H90 H50 H29 H2 H51 H31 H32 H7 H43 H74 H40, false, NA, NA, NA, NA, NA
R147, H91, NA, NA, 5, 1, H4 H91 H7 H67 H17 H50 H15 H61 H84 H99 H46 H96 H89 H27 H13, H4 H91 H7 H67 H17 H50 H15 H61 H84 H99 H46 H96 H89 H27 H13, false, NA, NA, NA, NA, NA
R148, H82, NA, NA, 0, 7, H21 H94 H4 H48 H2 H28 H27 H82 H1 H19 H70 H43 H88 H12 H32, H21 H94 H4 H48 H2 H28 H27 H82 H1 H19 H70 H43 H88 H12 H32, false, NA, NA, NA, NA, NA
R149, NO_MATCH, R162, NO_MATCH, -1, 2147483647, H34 H13 H21 H69 H93 H31 H79 H33 H38 H89 H96 H67 H74 H14 H83, H34 H13 H21 H69 H93 H31 H79 H33 H38 H89 H96 H67 H74 H14 H83, true, false, -1, 2147483647, H93 H33 H70 H19 H79 H21 H26 H62 H61 H34 H69 H13 H31, H93 H33 H70 H19 H79 H21 H26 H62 H61 H34 H69 H13 H31
R150, H71, NA, NA, 2, 7, H59 H98 H63 H76 H68 H56 H72 H71 H16 H39 H22 H12 H15 H48 H14, H59 H98 H63 H76 H68 H56 H72 H71 H16 H39 H22 H12 H15 H48 H14, false, NA, NA, NA, NA, NA
R151, H7, NA, NA, 3, 0, H7 H49 H76 H52 H97 H6 H66 H95 H10 H42 H40 H77 H65 H30 H39, H7 H49 H76 H52 H97 H6 H66 H95 H10 H42 H40 H77 H65 H30 H39, false, NA, NA, NA, NA, NA
R152, NO_MATCH, R91, NO_MATCH, -1, 2147483647, H25 H31 H99 H14 H89 H36 H19 H69 H37 H26 H16 H98 H1, H25 H31 H99 H14 H89 H36 H19 H69 H37 H26 H16 H98 H1, true, false, -1, 2147483647, H89 H14 H19 H36 H99 H25 H31 H94 H47 H8 H18 H51 H70 H28 H32, H89 H14 H19 H36 H99 H25 H31 H94 H47 H8 H18 H51 H70 H28 H32
R153, H84, NA, NA, 5, 0, H84 H45 H92 H83 H26 H35 H59 H42 H49 H6 H97 H9 H95 H20 H54, H84 H45 H92 H83 H26 H35 H59 H42 H49 H6 H97 H9 H95 H20 H54, false, NA, NA, NA, NA, NA
R154, H60, NA, NA, 6, 0, H60 H83 H97 H45 H17 H74 H85 H84 H58 H68 H91 H22 H86 H40 H5, H60 H83 H97 H45 H17 H74 H85 H84 H58 H68 H91 H22 H86 H40 H5, false, NA, NA, NA, NA, NA
R155, H15, NA, NA, 6, 0, H15 H25 H29 H26 H37 H96 H12 H79 H60 H92 H83 H55 H69 H45 H18, H15 H25 H29 H26 H37 H96 H12 H79 H60 H92 H83 H55 H69 H45 H18, false, NA, NA, NA, NA, NA
R156, H13, R88, H41, 6, 9, H53 H62 H49 H92 H75 H12 H23 H7 H34 H13 H5 H70 H74 H22 H57, H53 H62 H49 H92 H75 H12 H23 H7 H34 H13 H5 H70 H74 H22 H57, true, false, 7, 9, H53 H49 H46 H92 H62 H74 H61 H80 H75 H41 H77 H32 H12 H23, H53 H49 H46 H92 H62 H74 H61 H80 H75 H41 H77 H32 H12 H23
R157, H74, NA, NA, 6, 1, H91 H74 H63 H14 H94 H66 H9 H47 H23 H1 H32 H48 H79 H82 H24, H91 H74 H63 H14 H94 H66 H9 H47 H23 H1 H32 H48 H79 H82 H24, false, NA, NA, NA, NA, NA
R158, H17, NA, NA, 1, 3, H78 H27 H73 H17 H33 H82 H47 H37 H44 H90 H66 H32 H52 H89 H46, H78 H27 H73 H17 H33 H82 H47 H37 H44 H90 H66 H32 H52 H89 H46, false, NA, NA, NA, NA, NA
R159, H2, NA, NA, 7, 2, H77 H59 H2 H0 H56 H67 H45 H66 H71 H42 H13 H89 H29 H5 H97, H77 H59 H2 H0 H56 H67 H45 H66 H71 H42 H13 H89 H29 H5 H97, false, NA, NA, NA, NA, NA
R160, H47, NA, NA, 5, 2, H1 H23 H47 H84 H87 H95 H26 H89 H63 H86 H30 H69 H71 H19 H38, H1 H23 H47 H84 H87 H95 H26 H89 H63 H86 H30 H69 H71 H19 H38, false, NA, NA, NA, NA, NA
R161, H16, NA, NA, 9, 0, H16 H30 H90 H34 H10 H66 H12 H93 H55 H87 H5 H54 H65 H23 H97, H16 H30 H90 H34 H10 H66 H12 H93 H55 H87 H5 H54 H65 H23 H97, false, NA, NA, NA, NA, NA
R162, NO_MATCH, R149, NO_MATCH, -1, 2147483647, H93 H33 H70 H19 H79 H21 H26 H62 H61 H34 H69 H13 H31, H93 H33 H70 H19 H79 H21 H26 H62 H61 H34 H69 H13 H31, true, false, -1, 2147483647, H34 H13 H21 H69 H93 H31 H79 H33 H38 H89 H96 H67 H74 H14 H83, H34 H13 H21 H69 H93 H31 H79 H33 H38 H89 H96 H67 H74 H14 H83
R163, H26, NA, NA, 6, 0, H26 H28 H80 H3 H31 H54 H10 H0 H78 H22 H72 H98 H46 H12 H41, H26 H28 H80 H3 H31 H54 H10 H0 H78 H22 H72 H98 H46 H12 H41, false, NA, NA, NA, NA, NA
R164, H44, NA, NA, 9, 0, H44 H25 H40 H4 H59 H22 H35 H85 H78 H33 H32 H3 H86 H60 H52, H44 H25 H40 H4 H59 H22 H35 H85 H78 H33 H32 H3 H86 H60 H52, false, NA, NA, NA, NA, NA
R165, H98, NA, NA, 6, 2, H36 H56 H98 H65 H54 H27 H21 H18 H78 H85 H30 H46 H7 H99 H20, H36 H56 H98 H65 H54 H27 H21 H18 H78 H85 H30 H46 H7 H99 H20, false, NA, NA, NA, NA, NA
R166, H76, NA, NA, 2, 0, H76 H47 H97 H42 H26 H67 H35 H51 H93 H82 H40 H18 H41 H9 H10, H76 H47 H97 H42 H26 H67 H35 H51 H93 H82 H40 H18 H41 H9 H10, false, NA, NA, NA, NA, NA
R167, NO_MATCH, R102, NO_MATCH, -1, 2147483647, H40 H97 H36 H20 H19 H24 H7 H33 H46 H75 H49 H90 H11 H43, H40 H97 H36 H20 H19 H24 H7 H33 H46 H75 H49 H90 H11 H43, true, false, -1, 2147483647, H20 H36 H40 H33 H11 H24 H97 H81 H1 H49 H9 H59 H62 H63 H43, H20 H36 H40 H33 H11 H24 H97 H81 H1 H49 H9 H59 H62 H63 H43
