residentId, residentAssignment, partnerId, partnerAssignment, residentAssignmentLocation, residentAssignmentRank, residentInitialPreferences, residentFinalPreferences, hasPartner, isAnchorPartner, partnerAssignmentLocation, partnerAssignmentRank, partnerInitialPreferences, partnerFinalPreferences
R105, H95, R168, H95, 30, 0, H154 H95 H13 H167 H286 H191 H100 H228 H297 H125 H47 H99 H87 H66 H53, H95 H13 H167 H286 H191 H100 H228 H297 H125 H47 H99 H87 H66 H53, true, false, 30, 0, H47 H286 H44 H167 H13 H131 H212 H2 H95 H145 H100 H124 H154 H191, H95
R106, H268, R292, H268, 20, 0, H176 H177 H208 H27 H79 H47 H268 H298 H280 H109 H257 H197 H175 H156, H268, true, false, 20, 0, H177 H175 H280 H79 H268 H156 H208 H289 H58 H209 H64 H103 H146 H240 H65, H268
R107, H247, R380, H247, 36, 0, H49 H247 H246 H178 H185 H17 H279 H38 H44 H251 H146 H98 H231 H288, H247 H17, true, false, 36, 0, H98 H288 H247 H279 H185 H49 H146 H183 H232 H93 H71 H21 H57 H163 H177, H247
R108, H139, R100, H139, 17, 0, H46 H139 H4 H33 H252 H5 H50 H48 H23 H244 H192 H196 H199 H141 H169, H139, true, false, 17, 0, H4 H16 H14 H139 H46 H5 H50 H62 H33 H261 H292 H225 H252 H130, H139 H46 H5 H50 H62 H33 H261 H292 H225 H252 H130
R109, H75, R189, H14, 46, 0, H75 H263 H222 H140 H182 H219 H254 H205 H48 H62 H290 H130 H148 H194 H158, H75 H263 H222 H140 H182 H219 H254 H205 H48 H62 H290 H130 H148 H194 H158, true, true, 46, 1, H234 H51 H140 H182 H75 H219 H209 H88 H139 H263 H14 H254 H161 H222, H75 H14
R110, H104, NA, NA, 39, 0, H104 H178 H252 H256 H140 H103 H75 H70 H214 H62 H245 H266 H275 H292 H184, H104 H178 H252 H256 H140 H103 H75 H70 H214 H62 H245 H266 H275 H292 H184, false, NA, NA, NA, NA, NA
R111, H245, R341, H245, 41, 0, H149 H172 H77 H78 H9 H72 H123 H23 H291 H47 H184 H245 H203 H43 H82, H245, true, false, 41, 0, H245 H47 H77 H9 H148 H123 H149 H232 H211 H78 H251 H172 H10 H72, H245
R112, H78, NA, NA, 24, 0, H78 H163 H255 H270 H176 H220 H195 H156 H292 H28 H132 H24 H72 H31 H130, H78 H163 H255 H270 H176 H220 H195 H156 H292 H28 H132 H24 H72 H31 H130, false, NA, NA, NA, NA, NA
R113, H24, NA, NA, 31, 1, H294 H24 H112 H36 H227 H251 H10 H135 H290 H63 H232 H66 H257 H87 H179, H294 H24 H112 H36 H227 H251 H10 H135 H290 H63 H232 H66 H257 H87 H179, false, NA, NA, NA, NA, NA
R114, H98, NA, NA, 10, 5, H242 H290 H54 H43 H224 H98 H94 H252 H254 H142 H204 H50 H200 H187 H131, H242 H290 H54 H43 H224 H98 H94 H252 H254 H142 H204 H50 H200 H187 H131, false, NA, NA, NA, NA, NA
R115, H163, NA, NA, 44, 2, H253 H20 H163 H179 H112 H123 H58 H181 H270 H79 H37 H33 H153 H134 H241, H253 H20 H163 H179 H112 H123 H58 H181 H270 H79 H37 H33 H153 H134 H241, false, NA, NA, NA, NA, NA
R116, H156, R230, H156, 16, 0, H138 H189 H197 H210 H50 H181 H51 H168 H165 H152 H261 H29 H128 H156, H156, true, false, 16, 0, H156 H181 H197 H261 H51 H165 H210 H48 H15 H0 H92 H31 H166 H128 H212, H156
R117, H256, R467, H256, 40, 0, H20 H256 H236 H98 H84 H123 H70 H212 H57 H41 H5 H162 H103 H114 H191, H256, true, false, 40, 0, H247 H56 H205 H20 H70 H23 H236 H194 H233 H256 H98 H296 H123 H84, H256
R118, H265, NA, NA, 7, 0, H265 H74 H97 H119 H2 H43 H59 H222 H115 H266 H29 H129 H100 H36 H70, H265 H74 H97 H119 H2 H43 H59 H222 H115 H266 H29 H129 H100 H36 H70, false, NA, NA, NA, NA, NA
R119, H68, R285, H68, 46, 0, H68 H261 H24 H131 H16 H149 H294 H292 H23 H245 H207 H175 H41 H40, H68, true, false, 46, 0, H68 H41 H292 H207 H245 H23 H16 H127 H203 H186 H6 H189 H224 H25 H123, H68 H203
R120, H6, NA, NA, 33, 4, H113 H124 H210 H1 H6 H236 H96 H102 H299 H159 H291 H86 H189 H108 H222, H113 H124 H210 H1 H6 H236 H96 H102 H299 H159 H291 H86 H189 H108 H222, false, NA, NA, NA, NA, NA
R121, H220, R262, H220, 47, 1, H291 H251 H149 H110 H102 H207 H111 H56 H88 H296 H220 H12 H107 H187, H149 H220, true, false, 47, 0, H88 H220 H111 H107 H56 H110 H149 H247 H54 H2 H284 H117 H289 H175 H215, H220 H111 H107 H56 H110 H149 H247 H54 H2 H284 H117 H289 H175 H215
R122, H299, R349, H231, 38, 2, H113 H77 H227 H101 H54 H231 H299 H247 H95 H173 H17 H137 H293, H101 H231 H299, true, false, 38, 0, H77 H113 H299 H17 H173 H231 H293 H1 H119 H258 H121 H20 H147 H221 H243, H231 H293 H1 H119 H258 H121 H20 H147 H221 H243
R123, H230, NA, NA, 15, 1, H31 H230 H74 H115 H240 H196 H34 H87 H138 H267 H8 H0 H234 H151 H76, H31 H230 H74 H115 H240 H196 H34 H87 H138 H267 H8 H0 H234 H151 H76, false, NA, NA, NA, NA, NA
R124, H144, R146, H144, 10, 0, H144 H186 H274 H102 H205 H167 H282 H133 H103 H129 H10 H258 H110 H234 H224, H144 H186 H274 H102 H205 H167 H282 H133 H103 H129 H10 H258 H110 H234 H224, true, false, 10, 0, H10 H274 H144 H186 H6 H98 H165 H205 H102 H258 H167 H56 H15 H282, H144 H98
R125, H264, NA, NA, 3, 0, H264 H280 H226 H297 H220 H88 H277 H242 H16 H296 H140 H106 H230 H116 H119, H264 H280 H226 H297 H220 H88 H277 H242 H16 H296 H140 H106 H230 H116 H119, false, NA, NA, NA, NA, NA
R126, H61, NA, NA, 4, 1, H19 H61 H135 H35 H282 H86 H51 H39 H115 H83 H68 H233 H191 H1 H70, H19 H61 H135 H35 H282 H86 H51 H39 H115 H83 H68 H233 H191 H1 H70, false, NA, NA, NA, NA, NA
R127, H230, NA, NA, 15, 0, H230 H298 H52 H146 H19 H256 H217 H210 H188 H288 H292 H114 H61 H9 H66, H230 H298 H52 H146 H19 H256 H217 H210 H188 H288 H292 H114 H61 H9 H66, false, NA, NA, NA, NA, NA
R128, H239, R59, H239, 7, 0, H207 H154 H99 H85 H112 H125 H239 H34 H129 H298 H169 H45 H20 H288, H239, true, false, 7, 0, H207 H169 H20 H239 H298 H99 H125 H12 H278 H291 H37 H110 H296 H116 H98, H239
R129, H238, R138, H238, 13, 0, H239 H28 H60 H238 H270 H179 H27 H38 H190 H133 H153 H103 H4 H211 H267, H238 H133, true, false, 13, 0, H144 H27 H28 H165 H129 H132 H238 H60 H22 H270 H179 H239 H163, H238
R130, H205, NA, NA, 16, 0, H205 H44 H210 H123 H66 H141 H244 H267 H106 H198 H266 H11 H179 H172 H236, H205 H44 H210 H123 H66 H141 H244 H267 H106 H198 H266 H11 H179 H172 H236, false, NA, NA, NA, NA, NA
R131, H7, R175, H205, 16, 1, H158 H7 H223 H256 H84 H100 H140 H3 H28 H44 H253 H120 H250 H159 H50, H158 H7 H223 H256 H84 H100 H140 H3 H28 H44 H253 H120 H250 H159 H50, true, false, 16, 1, H223 H100 H158 H84 H7 H106 H140 H53 H88 H49 H275 H256 H4 H205, H7 H205
R132, H55, NA, NA, 5, 2, H5 H39 H55 H94 H275 H79 H212 H147 H168 H107 H62 H156 H219 H131 H247, H5 H39 H55 H94 H275 H79 H212 H147 H168 H107 H62 H156 H219 H131 H247, false, NA, NA, NA, NA, NA
R133, H255, NA, NA, 32, 2, H286 H102 H255 H277 H184 H157 H195 H0 H14 H60 H37 H27 H228 H181 H188, H286 H102 H255 H277 H184 H157 H195 H0 H14 H60 H37 H27 H228 H181 H188, false, NA, NA, NA, NA, NA
R134, H54, NA, NA, 47, 2, H19 H213 H54 H256 H263 H117 H30 H160 H7 H147 H268 H266 H12 H13 H270, H19 H213 H54 H256 H263 H117 H30 H160 H7 H147 H268 H266 H12 H13 H270, false, NA, NA, NA, NA, NA
R135, H148, R447, H148, 7, 0, H148 H73 H125 H128 H3 H107 H47 H97 H187 H281 H33 H42 H244 H0 H96, H148 H73 H125 H128 H3 H107 H47 H97 H187 H281 H33 H42 H244 H0 H96, true, true, 7, 1, H118 H128 H73 H79 H201 H74 H148 H146 H3 H107 H151 H251 H47 H125, H118 H148
R136, H7, NA, NA, 16, 0, H7 H43 H150 H239 H259 H174 H17 H231 H242 H130 H178 H296 H119 H222 H50, H7 H43 H150 H239 H259 H174 H17 H231 H242 H130 H178 H296 H119 H222 H50, false, NA, NA, NA, NA, NA
R137, H235, NA, NA, 37, 3, H44 H166 H151 H235 H21 H54 H187 H260 H168 H124 H57 H12 H221 H272 H77, H44 H166 H151 H235 H21 H54 H187 H260 H168 H124 H57 H12 H221 H272 H77, false, NA, NA, NA, NA, NA
R138, H238, R129, H238, 13, 0, H144 H27 H28 H165 H129 H132 H238 H60 H22 H270 H179 H239 H163, H238, true, false, 13, 0, H239 H28 H60 H238 H270 H179 H27 H38 H190 H133 H153 H103 H4 H211 H267, H238 H133
R139, H226, NA, NA, 10, 1, H232 H226 H276 H289 H186 H82 H288 H65 H67 H223 H280 H14 H197 H295 H221, H232 H226 H276 H289 H186 H82 H288 H65 H67 H223 H280 H14 H197 H295 H221, false, NA, NA, NA, NA, NA
R140, H214, NA, NA, 18, 3, H140 H205 H20 H214 H3 H109 H199 H195 H49 H262 H135 H116 H64 H15 H164, H140 H205 H20 H214 H3 H109 H199 H195 H49 H262 H135 H116 H64 H15 H164, false, NA, NA, NA, NA, NA
R141, H47, NA, NA, 32, 1, H33 H47 H294 H133 H72 H160 H253 H25 H268 H270 H238 H213 H150 H176 H217, H33 H47 H294 H133 H72 H160 H253 H25 H268 H270 H238 H213 H150 H176 H217, false, NA, NA, NA, NA, NA
R142, H8, R486, H8, 17, 0, H138 H8 H132 H246 H26 H136 H90 H257 H165 H161 H168 H34 H159 H116 H52, H8 H132 H246 H26 H136 H90 H257 H165 H161 H168 H34 H159 H116 H52, true, false, 17, 0, H90 H179 H246 H21 H152 H8 H26 H138 H37 H85 H265 H136 H132 H128, H8
R143, H18, NA, NA, 39, 0, H18 H254 H299 H116 H52 H238 H132 H283 H58 H288 H296 H260 H128 H134 H287, H18 H254 H299 H116 H52 H238 H132 H283 H58 H288 H296 H260 H128 H134 H287, false, NA, NA, NA, NA, NA
R144, H252, NA, NA, 1, 1, H105 H252 H244 H23 H119 H95 H38 H86 H236 H194 H150 H101 H104 H258 H189, H105 H252 H244 H23 H119 H95 H38 H86 H236 H194 H150 H101 H104 H258 H189, false, NA, NA, NA, NA, NA
R145, H21, R158, H21, 25, 0, H269 H103 H156 H256 H114 H288 H136 H44 H31 H21 H149 H266 H162 H296, H21, true, false, 25, 0, H149 H256 H103 H21 H296 H156 H114 H160 H278 H180 H194 H34 H154 H281 H155, H21
R146, H144, R124, H144, 10, 0, H10 H274 H144 H186 H6 H98 H165 H205 H102 H258 H167 H56 H15 H282, H144 H98, true, false, 10, 0, H144 H186 H274 H102 H205 H167 H282 H133 H103 H129 H10 H258 H110 H234 H224, H144 H186 H274 H102 H205 H167 H282 H133 H103 H129 H10 H258 H110 H234 H224
R147, H105, R357, H105, 18, 0, H105 H123 H211 H207 H58 H84 H198 H14 H215 H212 H192 H235 H17 H274 H217, H105 H123 H211 H207 H58 H84 H198 H14 H215 H212 H192 H235 H17 H274 H217, true, false, 18, 0, H230 H198 H207 H93 H105 H58 H66 H118 H247 H197 H84 H211 H55 H123, H105
R148, H56, NA, NA, 24, 2, H2 H51 H56 H255 H98 H4 H148 H254 H23 H21 H95 H202 H19 H274 H222, H2 H51 H56 H255 H98 H4 H148 H254 H23 H21 H95 H202 H19 H274 H222, false, NA, NA, NA, NA, NA
R149, H61, R241, H153, 4, 0, H61 H43 H139 H97 H284 H198 H140 H29 H190 H215 H16 H240 H170 H166, H61 H43 H139 H97 H284 H198 H140 H29 H190 H215 H16 H240 H170 H166, true, false, 4, 0, H97 H29 H139 H215 H140 H240 H170 H182 H229 H272 H153 H150 H1 H270 H178, H153
R150, H186, R399, H186, 24, 0, H293 H74 H186 H282 H113 H53 H202 H133 H168 H62 H224 H26 H185 H252 H191, H186, true, false, 24, 0, H282 H259 H293 H186 H28 H159 H125 H202 H113 H173 H32 H74 H53 H6, H186
R151, H50, R203, H50, 26, 0, H261 H110 H212 H50 H15 H246 H201 H220 H38 H35 H193 H181 H185 H256 H191, H50, true, false, 26, 0, H110 H15 H48 H201 H111 H18 H14 H246 H212 H261 H50 H239 H34 H25, H50
R152, H129, NA, NA, 45, 1, H24 H129 H230 H104 H6 H267 H7 H171 H279 H140 H287 H150 H30 H130 H84, H24 H129 H230 H104 H6 H267 H7 H171 H279 H140 H287 H150 H30 H130 H84, false, NA, NA, NA, NA, NA
R153, H64, NA, NA, 11, 2, H109 H251 H64 H276 H180 H60 H20 H98 H226 H225 H200 H221 H253 H97 H263, H109 H251 H64 H276 H180 H60 H20 H98 H226 H225 H200 H221 H253 H97 H263, false, NA, NA, NA, NA, NA
R154, H57, NA, NA, 12, 1, H228 H57 H36 H50 H7 H133 H150 H22 H104 H119 H118 H94 H261 H171 H190, H228 H57 H36 H50 H7 H133 H150 H22 H104 H119 H118 H94 H261 H171 H190, false, NA, NA, NA, NA, NA
R155, H174, NA, NA, 42, 0, H174 H199 H58 H223 H114 H74 H23 H245 H166 H244 H14 H279 H41 H259 H289, H174 H199 H58 H223 H114 H74 H23 H245 H166 H244 H14 H279 H41 H259 H289, false, NA, NA, NA, NA, NA
R156, H160, R85, H38, 46, 0, H160 H51 H139 H186 H37 H245 H1 H79 H270 H103 H203 H23 H168 H140, H160 H51 H139 H186 H37 H245 H1 H79 H270 H103 H203 H23 H168 H140, true, true, 46, 2, H139 H160 H79 H23 H245 H203 H186 H188 H92 H202 H38 H56 H20 H137 H166, H160 H203 H38
R157, H111, R233, H111, 0, 0, H267 H111 H29 H27 H259 H43 H292 H142 H60 H4 H64 H208 H58 H124 H223, H111, true, false, 0, 0, H29 H61 H292 H27 H111 H43 H291 H190 H259 H64 H245 H92 H267, H111
R158, H21, R145, H21, 25, 0, H149 H256 H103 H21 H296 H156 H114 H160 H278 H180 H194 H34 H154 H281 H155, H21, true, false, 25, 0, H269 H103 H156 H256 H114 H288 H136 H44 H31 H21 H149 H266 H162 H296, H21
R159, H75, NA, NA, 46, 0, H75 H55 H147 H186 H193 H23 H254 H137 H192 H185 H134 H164 H108 H88 H103, H75 H55 H147 H186 H193 H23 H254 H137 H192 H185 H134 H164 H108 H88 H103, false, NA, NA, NA, NA, NA
R160, H18, NA, NA, 39, 0, H18 H271 H14 H36 H164 H47 H172 H127 H113 H35 H169 H216 H158 H90 H246, H18 H271 H14 H36 H164 H47 H172 H127 H113 H35 H169 H216 H158 H90 H246, false, NA, NA, NA, NA, NA
R161, H133, NA, NA, 13, 2, H63 H211 H133 H273 H92 H79 H234 H13 H101 H220 H29 H298 H265 H214 H61, H63 H211 H133 H273 H92 H79 H234 H13 H101 H220 H29 H298 H265 H214 H61, false, NA, NA, NA, NA, NA
R162, H26, R258, H26, 1, 0, H276 H85 H159 H26 H192 H2 H217 H45 H213 H10 H219 H148 H128 H212 H47, H26, true, false, 1, 0, H26 H217 H37 H22 H159 H131 H276 H2 H85 H132 H163 H65 H121 H192, H26
R163, H254, NA, NA, 31, 0, H254 H204 H82 H80 H287 H296 H39 H145 H259 H38 H51 H244 H163 H88 H149, H254 H204 H82 H80 H287 H296 H39 H145 H259 H38 H51 H244 H163 H88 H149, false, NA, NA, NA, NA, NA
R164, H243, R176, H203, 46, 1, H11 H232 H243 H209 H189 H214 H234 H192 H257 H13 H279 H46 H109 H45, H232 H243 H209 H189 H214 H234 H192 H257 H13 H279 H46 H109 H45, true, false, 46, 1, H11 H232 H192 H243 H45 H209 H234 H46 H203 H113 H82 H52 H264 H134 H31, H243 H203
R165, H97, NA, NA, 24, 0, H97 H283 H187 H299 H248 H286 H221 H164 H1 H226 H136 H58 H288 H5 H139, H97 H283 H187 H299 H248 H286 H221 H164 H1 H226 H136 H58 H288 H5 H139, false, NA, NA, NA, NA, NA
R166, H80, R339, H80, 16, 0, H185 H202 H271 H80 H61 H93 H72 H140 H194 H159 H96 H11 H274 H297, H80 H61 H93 H72 H140 H194 H159 H96 H11 H274 H297, true, false, 16, 0, H72 H185 H194 H96 H80 H159 H274 H292 H141 H125 H241 H10 H248 H195 H223, H80
R167, H268, NA, NA, 20, 1, H96 H268 H101 H136 H124 H149 H281 H187 H153 H202 H7 H68 H41 H168 H92, H96 H268 H101 H136 H124 H149 H281 H187 H153 H202 H7 H68 H41 H168 H92, false, NA, NA, NA, NA, NA
R168, H95, R105, H95, 30, 0, H47 H286 H44 H167 H13 H131 H212 H2 H95 H145 H100 H124 H154 H191, H95, true, false, 30, 0, H154 H95 H13 H167 H286 H191 H100 H228 H297 H125 H47 H99 H87 H66 H53, H95 H13 H167 H286 H191 H100 H228 H297 H125 H47 H99 H87 H66 H53
R169, H46, NA, NA, 37, 4, H274 H262 H293 H62 H46 H173 H142 H279 H5 H189 H77 H122 H159 H151 H196, H274 H262 H293 H62 H46 H173 H142 H279 H5 H189 H77 H122 H159 H151 H196, false, NA, NA, NA, NA, NA
R170, H5, R407, H151, 45, 0, H135 H288 H185 H35 H270 H283 H197 H5 H266 H167 H215 H57 H91 H95 H60, H5, true, false, 45, 0, H178 H197 H25 H151 H143 H28 H283 H266 H185 H270 H135 H35 H288, H151
R171, H10, NA, NA, 13, 0, H10 H70 H280 H0 H104 H228 H226 H108 H253 H23 H216 H118 H161 H296 H199, H10 H70 H280 H0 H104 H228 H226 H108 H253 H23 H216 H118 H161 H296 H199, false, NA, NA, NA, NA, NA
R172, H277, NA, NA, 30, 0, H277 H157 H173 H54 H75 H283 H107 H275 H51 H167 H74 H41 H149 H181 H37, H277 H157 H173 H54 H75 H283 H107 H275 H51 H167 H74 H41 H149 H181 H37, false, NA, NA, NA, NA, NA
R173, H56, NA, NA, 24, 0, H56 H116 H220 H1 H281 H225 H167 H242 H38 H291 H76 H135 H240 H123 H279, H56 H116 H220 H1 H281 H225 H167 H242 H38 H291 H76 H135 H240 H123 H279, false, NA, NA, NA, NA, NA
R174, H131, NA, NA, 15, 2, H1 H286 H131 H209 H64 H26 H180 H51 H152 H120 H265 H193 H266 H0 H91, H1 H286 H131 H209 H64 H26 H180 H51 H152 H120 H265 H193 H266 H0 H91, false, NA, NA, NA, NA, NA
R175, H205, R131, H7, 16, 1, H223 H100 H158 H84 H7 H106 H140 H53 H88 H49 H275 H256 H4 H205, H7 H205, true, false, 16, 1, H158 H7 H223 H256 H84 H100 H140 H3 H28 H44 H253 H120 H250 H159 H50, H158 H7 H223 H256 H84 H100 H140 H3 H28 H44 H253 H120 H250 H159 H50
R176, H203, R164, H243, 46, 1, H11 H232 H192 H243 H45 H209 H234 H46 H203 H113 H82 H52 H264 H134 H31, H243 H203, true, false, 46, 1, H11 H232 H243 H209 H189 H214 H234 H192 H257 H13 H279 H46 H109 H45, H232 H243 H209 H189 H214 H234 H192 H257 H13 H279 H46 H109 H45
R177, H11, R220, H11, 5, 0, H11 H45 H270 H90 H87 H18 H178 H79 H286 H298 H66 H263 H209 H171 H220, H11 H45 H270 H90 H87 H18 H178 H79 H286 H298 H66 H263 H209 H171 H220, true, false, 5, 0, H45 H89 H270 H114 H87 H295 H178 H11 H190 H18 H298 H20 H90 H256, H11
R178, H48, R89, H48, 2, 0, H100 H140 H165 H48 H58 H56 H215 H190 H121 H266 H28 H172 H144, H48, true, false, 2, 0, H144 H48 H165 H215 H56 H121 H100 H38 H63 H245 H92 H130 H219 H141 H253, H48 H130
R179, H250, NA, NA, 0, 0, H250 H24 H195 H261 H156 H265 H35 H230 H12 H246 H242 H75 H89 H150 H204, H250 H24 H195 H261 H156 H265 H35 H230 H12 H246 H242 H75 H89 H150 H204, false, NA, NA, NA, NA, NA
R180, H63, R99, H63, 39, 0, H204 H216 H43 H299 H72 H158 H168 H57 H63 H93 H194 H45 H101 H282, H63, true, false, 39, 0, H63 H194 H43 H204 H93 H299 H158 H231 H130 H11 H274 H147 H26 H152 H283, H63 H194 H43 H204 H93 H299 H158 H231 H130 H11 H274 H147 H26 H152 H283
R181, H198, NA, NA, 22, 0, H198 H9 H104 H209 H295 H287 H216 H122 H237 H170 H27 H255 H83 H133 H100, H198 H9 H104 H209 H295 H287 H216 H122 H237 H170 H27 H255 H83 H133 H100, false, NA, NA, NA, NA, NA
R182, H41, NA, NA, 27, 2, H201 H167 H41 H50 H145 H253 H286 H16 H76 H47 H106 H64 H92 H240 H1, H201 H167 H41 H50 H145 H253 H286 H16 H76 H47 H106 H64 H92 H240 H1, false, NA, NA, NA, NA, NA
R183, H126, NA, NA, 0, 3, H31 H70 H61 H126 H23 H166 H42 H6 H98 H275 H277 H222 H205 H74 H171, H31 H70 H61 H126 H23 H166 H42 H6 H98 H275 H277 H222 H205 H74 H171, false, NA, NA, NA, NA, NA
R184, NO_MATCH, R40, NO_MATCH, -1, 2147483647, H166 H233 H126 H0 H2 H34 H116 H158 H229 H175 H110 H219 H169 H248 H130, , true, false, -1, 2147483647, H116 H124 H233 H2 H239 H137 H126 H31 H157 H166 H34 H60 H93 H0, 
R185, H22, NA, NA, 47, 2, H71 H283 H22 H116 H175 H280 H273 H184 H121 H210 H119 H164 H261 H31 H104, H71 H283 H22 H116 H175 H280 H273 H184 H121 H210 H119 H164 H261 H31 H104, false, NA, NA, NA, NA, NA
R186, H142, NA, NA, 25, 3, H105 H236 H80 H142 H67 H214 H115 H48 H131 H17 H52 H9 H27 H177 H266, H105 H236 H80 H142 H67 H214 H115 H48 H131 H17 H52 H9 H27 H177 H266, false, NA, NA, NA, NA, NA
R187, H294, NA, NA, 5, 0, H294 H143 H122 H291 H150 H279 H271 H147 H199 H238 H103 H236 H71 H207 H162, H294 H143 H122 H291 H150 H279 H271 H147 H199 H238 H103 H236 H71 H207 H162, false, NA, NA, NA, NA, NA
R188, H69, NA, NA, 32, 4, H64 H223 H173 H261 H69 H190 H117 H244 H200 H25 H49 H161 H121 H170 H105, H64 H223 H173 H261 H69 H190 H117 H244 H200 H25 H49 H161 H121 H170 H105, false, NA, NA, NA, NA, NA
R189, H14, R109, H75, 46, 1, H234 H51 H140 H182 H75 H219 H209 H88 H139 H263 H14 H254 H161 H222, H75 H14, true, false, 46, 0, H75 H263 H222 H140 H182 H219 H254 H205 H48 H62 H290 H130 H148 H194 H158, H75 H263 H222 H140 H182 H219 H254 H205 H48 H62 H290 H130 H148 H194 H158
R190, H181, NA, NA, 23, 2, H235 H155 H181 H89 H130 H202 H141 H285 H75 H53 H128 H276 H72 H105 H191, H235 H155 H181 H89 H130 H202 H141 H285 H75 H53 H128 H276 H72 H105 H191, false, NA, NA, NA, NA, NA
R191, H295, R210, H295, 23, 0, H12 H235 H98 H115 H25 H295 H113 H41 H4 H251 H207 H93 H141 H182 H44, H295, true, false, 23, 0, H177 H113 H25 H268 H43 H235 H64 H115 H117 H283 H56 H98 H295 H12, H295
R192, H281, NA, NA, 26, 0, H281 H206 H212 H62 H135 H201 H290 H126 H106 H198 H154 H51 H86 H160 H180, H281 H206 H212 H62 H135 H201 H290 H126 H106 H198 H154 H51 H86 H160 H180, false, NA, NA, NA, NA, NA
R193, H197, NA, NA, 2, 3, H236 H207 H218 H197 H92 H24 H251 H166 H98 H296 H272 H77 H107 H27 H28, H236 H207 H218 H197 H92 H24 H251 H166 H98 H296 H272 H77 H107 H27 H28, false, NA, NA, NA, NA, NA
R194, H87, NA, NA, 8, 2, H22 H98 H87 H290 H43 H234 H46 H222 H4 H37 H216 H198 H278 H64 H44, H22 H98 H87 H290 H43 H234 H46 H222 H4 H37 H216 H198 H278 H64 H44, false, NA, NA, NA, NA, NA
R195, H248, NA, NA, 36, 2, H13 H35 H248 H243 H26 H229 H239 H270 H259 H53 H160 H9 H227 H163 H38, H13 H35 H248 H243 H26 H229 H239 H270 H259 H53 H160 H9 H227 H163 H38, false, NA, NA, NA, NA, NA
R196, H212, R454, H212, 6, 0, H107 H278 H184 H35 H163 H174 H82 H64 H78 H212 H129 H291 H234 H33, H212, true, false, 6, 0, H78 H107 H212 H291 H33 H64 H278 H13 H237 H140 H17 H28 H211 H43 H114, H212
R197, H257, NA, NA, 37, 0, H257 H80 H67 H141 H90 H212 H98 H218 H190 H280 H248 H32 H132 H260 H289, H257 H80 H67 H141 H90 H212 H98 H218 H190 H280 H248 H32 H132 H260 H289, false, NA, NA, NA, NA, NA
R198, H74, NA, NA, 38, 0, H74 H81 H190 H214 H233 H253 H201 H136 H170 H9 H231 H128 H186 H38 H69, H74 H81 H190 H214 H233 H253 H201 H136 H170 H9 H231 H128 H186 H38 H69, false, NA, NA, NA, NA, NA
R199, H285, NA, NA, 6, 1, H295 H285 H271 H90 H83 H292 H140 H229 H276 H267 H135 H172 H257 H27 H94, H295 H285 H271 H90 H83 H292 H140 H229 H276 H267 H135 H172 H257 H27 H94, false, NA, NA, NA, NA, NA
R200, H176, NA, NA, 33, 1, H26 H176 H39 H283 H37 H262 H139 H279 H58 H144 H241 H277 H148 H17 H270, H26 H176 H39 H283 H37 H262 H139 H279 H58 H144 H241 H277 H148 H17 H270, false, NA, NA, NA, NA, NA
R201, H49, R21, H49, 10, 0, H138 H43 H227 H118 H200 H279 H3 H269 H168 H110 H18 H140 H101 H49, H49, true, false, 10, 0, H200 H49 H3 H227 H118 H279 H110 H24 H87 H215 H256 H123 H208 H179 H126, H49 H3 H227 H118 H279 H110 H24 H87 H215 H256 H123 H208 H179 H126
R202, H3, R240, H124, 17, 1, H285 H198 H129 H64 H137 H110 H125 H124 H3 H178 H175 H115 H244 H122, H124 H3, true, false, 17, 0, H137 H125 H244 H115 H124 H64 H285 H120 H85 H134 H142 H56 H126 H264 H92, H124
R203, H50, R151, H50, 26, 0, H110 H15 H48 H201 H111 H18 H14 H246 H212 H261 H50 H239 H34 H25, H50, true, false, 26, 0, H261 H110 H212 H50 H15 H246 H201 H220 H38 H35 H193 H181 H185 H256 H191, H50
R204, H28, R450, H28, 3, 0, H297 H240 H71 H222 H105 H246 H236 H279 H103 H17 H291 H198 H28, H28, true, false, 3, 0, H17 H279 H71 H28 H297 H198 H103 H87 H293 H283 H16 H91 H21 H236 H121, H28 H91
R205, H146, NA, NA, 3, 0, H146 H217 H194 H225 H11 H28 H131 H199 H130 H68 H170 H231 H271 H14 H162, H146 H217 H194 H225 H11 H28 H131 H199 H130 H68 H170 H231 H271 H14 H162, false, NA, NA, NA, NA, NA
R206, H232, NA, NA, 35, 0, H232 H100 H115 H58 H52 H158 H139 H249 H204 H276 H12 H259 H41 H241 H291, H232 H100 H115 H58 H52 H158 H139 H249 H204 H276 H12 H259 H41 H241 H291, false, NA, NA, NA, NA, NA
R207, H161, NA, NA, 8, 1, H17 H161 H143 H6 H126 H1 H107 H205 H191 H247 H168 H284 H93 H109 H287, H17 H161 H143 H6 H126 H1 H107 H205 H191 H247 H168 H284 H93 H109 H287, false, NA, NA, NA, NA, NA
R208, NO_MATCH, R471, NO_MATCH, -1, 2147483647, H232 H108 H37 H245 H66 H29 H124 H285 H243 H253 H79 H164 H275 H8, , true, false, -1, 2147483647, H285 H164 H79 H275 H108 H37 H243 H260 H228 H215 H252 H88 H272 H52 H156, 
R209, H47, NA, NA, 32, 1, H111 H47 H88 H68 H290 H228 H115 H210 H103 H172 H126 H54 H227 H194 H294, H111 H47 H88 H68 H290 H228 H115 H210 H103 H172 H126 H54 H227 H194 H294, false, NA, NA, NA, NA, NA
