residentId, residentAssignment, partnerId, partnerAssignment, residentAssignmentLocation, residentAssignmentRank, residentInitialPreferences, residentFinalPreferences, hasPartner, isAnchorPartner, partnerAssignmentLocation, partnerAssignmentRank, partnerInitialPreferences, partnerFinalPreferences
R68, H35, R97, H43, 3, 5, H40 H38 H41 H21 H0 H35 H34 H43 H24 H13 H19 H8 H12 H30, H40 H38 H41 H21 H0 H35 H34 H43 H24 H13 H19 H8 H12 H30, true, false, 5, 5, H34 H0 H41 H40 H12 H43 H30 H28 H15 H8 H24 H18 H35 H9 H47, H34 H0 H41 H40 H12 H43 H30 H28 H15 H8 H24 H18 H35 H9 H47
R69, NO_MATCH, R54, NO_MATCH, -1, 2147483647, H20 H5 H7 H3 H40 H21 H46 H8 H13 H24 H34 H39, H20 H5 H7 H3 H40 H21 H46 H8 H13 H24 H34 H39, true, false, -1, 2147483647, H46 H7 H5 H24 H34 H39 H3 H22 H48 H25 H45 H0 H42 H16 H37, H46 H7 H5 H24 H34 H39 H3 H22 H48 H25 H45 H0 H42 H16 H37
R70, H49, R59, H11, 3, 2, H11 H16 H49 H25 H12 H29 H46 H33 H1 H41 H2 H15 H26 H22, H11 H16 H49 H25 H12 H29 H46 H33 H1 H41 H2 H15 H26 H22, true, false, 1, 2, H33 H26 H11 H15 H12 H46 H2 H41 H25 H7 H16 H27 H1 H17 H36, H33 H26 H11 H15 H12 H46 H2 H41 H25 H7 H16 H27 H1 H17 H36
R71, NO_MATCH, R8, NO_MATCH, -1, 2147483647, H33 H5 H3 H39 H41 H9 H13 H1 H49 H36 H31 H22, H33 H5 H3 H39 H41 H9 H13 H1 H49 H36 H31 H22, true, false, -1, 2147483647, H31 H22 H9 H49 H36 H33 H13 H40 H21 H12 H1 H17 H10 H32 H43, H31 H22 H9 H49 H36 H33 H13 H40 H21 H12 H1 H17 H10 H32 H43
R72, NO_MATCH, R93, NO_MATCH, -1, 2147483647, H3 H12 H21 H49 H10 H14 H11 H40 H24 H32 H28 H48 H34 H9 H8, H3 H12 H21 H49 H10 H14 H11 H40 H24 H32 H28 H48 H34 H9 H8, true, false, -1, 2147483647, H10 H24 H34 H14 H21 H3 H19 H47 H49 H28 H11 H12, H10 H24 H34 H14 H21 H3 H19 H47 H49 H28 H11 H12
R73, H14, R82, H15, 2, 13, H48 H19 H1 H0 H17 H5 H34 H8 H23 H3 H20 H39 H16 H14, H48 H19 H1 H0 H17 H5 H34 H8 H23 H3 H20 H39 H16 H14, true, false, 3, 13, H17 H0 H48 H20 H14 H5 H8 H7 H19 H12 H38 H45 H44 H15 H47, H17 H0 H48 H20 H14 H5 H8 H7 H19 H12 H38 H45 H44 H15 H47
R74, H37, R35, H43, 3, 10, H9 H44 H27 H0 H30 H1 H12 H49 H39 H7 H37 H3 H34 H11 H4, H9 H44 H27 H0 H30 H1 H12 H49 H39 H7 H37 H3 H34 H11 H4, true, false, 5, 10, H0 H30 H42 H27 H44 H1 H36 H2 H9 H12 H43 H32 H20, H0 H30 H42 H27 H44 H1 H36 H2 H9 H12 H43 H32 H20
R75, H49, R17, H30, 3, 10, H2 H10 H39 H9 H11 H44 H24 H38 H23 H48 H49 H36 H42 H5 H15, H2 H10 H39 H9 H11 H44 H24 H38 H23 H48 H49 H36 H42 H5 H15, true, false, 5, 10, H11 H47 H9 H48 H39 H27 H16 H2 H10 H37 H30 H33 H24 H44, H11 H47 H9 H48 H39 H27 H16 H2 H10 H37 H30 H33 H24 H44
R76, H34, R62, H46, 1, 0, H34 H43 H46 H26 H25 H27 H18 H17 H33 H41 H42 H24, H34 H43 H46 H26 H25 H27 H18 H17 H33 H41 H42 H24, true, false, 3, 0, H46 H27 H34 H25 H41 H17 H43 H33 H1 H49 H3 H13 H15 H40 H12, H46 H27 H34 H25 H41 H17 H43 H33 H1 H49 H3 H13 H15 H40 H12
R77, H6, R26, H3, 7, 11, H2 H1 H37 H35 H12 H46 H39 H24 H41 H10 H38 H6 H43 H16 H25, H2 H1 H37 H35 H12 H46 H39 H24 H41 H10 H38 H6 H43 H16 H25, true, false, 6, 11, H30 H46 H0 H8 H35 H12 H39 H2 H1 H5 H6 H3 H18 H37, H30 H46 H0 H8 H35 H12 H39 H2 H1 H5 H6 H3 H18 H37
R78, NO_MATCH, R7, NO_MATCH, -1, 2147483647, H22 H42 H0 H6 H16 H47 H19 H20 H5 H37 H38 H10, H22 H42 H0 H6 H16 H47 H19 H20 H5 H37 H38 H10, true, false, -1, 2147483647, H6 H38 H10 H47 H19 H0 H16 H29 H12 H39 H13 H20 H32 H15 H40, H6 H38 H10 H47 H19 H0 H16 H29 H12 H39 H13 H20 H32 H15 H40
R79, H3, R95, H15, 6, 10, H24 H42 H43 H2 H29 H15 H34 H21 H49 H10 H3 H23 H18, H24 H42 H43 H2 H29 H15 H34 H21 H49 H10 H3 H23 H18, true, false, 3, 10, H18 H29 H23 H10 H34 H3 H24 H19 H32 H9 H15 H33 H49 H42 H48, H18 H29 H23 H10 H34 H3 H24 H19 H32 H9 H15 H33 H49 H42 H48
R80, H40, R23, H10, 7, 4, H34 H25 H10 H26 H40 H23 H22 H39 H41 H12 H32 H46 H47 H33 H4, H34 H25 H10 H26 H40 H23 H22 H39 H41 H12 H32 H46 H47 H33 H4, true, false, 9, 4, H26 H17 H35 H3 H10 H23 H40 H48 H49 H34 H29 H22 H25 H16, H26 H17 H35 H3 H10 H23 H40 H48 H49 H34 H29 H22 H25 H16
R81, H46, R25, H9, 3, 6, H40 H15 H26 H39 H7 H33 H46 H29 H42 H22 H9 H25 H44, H40 H15 H26 H39 H7 H33 H46 H29 H42 H22 H9 H25 H44, true, false, 8, 6, H33 H7 H44 H39 H25 H22 H9 H5 H6 H45 H13 H10 H35 H43 H18, H33 H7 H44 H39 H25 H22 H9 H5 H6 H45 H13 H10 H35 H43 H18
R82, H15, R73, H14, 3, 13, H17 H0 H48 H20 H14 H5 H8 H7 H19 H12 H38 H45 H44 H15 H47, H17 H0 H48 H20 H14 H5 H8 H7 H19 H12 H38 H45 H44 H15 H47, true, false, 2, 13, H48 H19 H1 H0 H17 H5 H34 H8 H23 H3 H20 H39 H16 H14, H48 H19 H1 H0 H17 H5 H34 H8 H23 H3 H20 H39 H16 H14
R83, H32, R47, H41, 0, 2, H24 H40 H32 H29 H25 H15 H43 H49 H22 H9 H4 H8 H48 H47 H37, H24 H40 H32 H29 H25 H15 H43 H49 H22 H9 H4 H8 H48 H47 H37, true, false, 6, 2, H42 H8 H41 H21 H24 H43 H26 H7 H32 H29 H15 H40 H25, H42 H8 H41 H21 H24 H43 H26 H7 H32 H29 H15 H40 H25
R84, H49, R28, H21, 3, 0, H49 H5 H16 H46 H11 H32 H36 H29 H4 H21 H9 H47 H40, H49 H5 H16 H46 H11 H32 H36 H29 H4 H21 H9 H47 H40, true, false, 6, 0, H21 H5 H40 H36 H16 H47 H32 H4 H20 H30 H41 H46 H8 H2 H9, H21 H5 H40 H36 H16 H47 H32 H4 H20 H30 H41 H46 H8 H2 H9
R85, H1, R15, H42, 0, 0, H1 H13 H28 H44 H27 H31 H47 H20 H41 H0 H29 H21 H2 H35 H10, H1 H13 H28 H44 H27 H31 H47 H20 H41 H0 H29 H21 H2 H35 H10, true, false, 9, 0, H42 H27 H1 H31 H45 H5 H28 H21 H47 H44 H13, H42 H27 H1 H31 H45 H5 H28 H21 H47 H44 H13
R86, H19, R13, H22, 7, 10, H7 H22 H10 H46 H31 H44 H23 H24 H18 H15 H19 H2 H36 H26, H7 H22 H10 H46 H31 H44 H23 H24 H18 H15 H19 H2 H36 H26, true, false, 2, 10, H2 H18 H19 H23 H7 H15 H46 H12 H42 H47 H22 H4 H11 H39 H38, H2 H18 H19 H23 H7 H15 H46 H12 H42 H47 H22 H4 H11 H39 H38
R87, H23, R96, H17, 6, 1, H5 H23 H47 H46 H19 H7 H43 H17 H12 H24 H15 H36 H32 H26, H5 H23 H47 H46 H19 H7 H43 H17 H12 H24 H15 H36 H32 H26, true, false, 4, 1, H5 H17 H43 H15 H26 H19 H32 H20 H8 H12 H34 H25 H21 H16 H0, H5 H17 H43 H15 H26 H19 H32 H20 H8 H12 H34 H25 H21 H16 H0
R88, H45, R57, H0, 1, 8, H42 H25 H28 H15 H9 H29 H21 H12 H45 H2 H20 H18 H38, H42 H25 H28 H15 H9 H29 H21 H12 H45 H2 H20 H18 H38, true, false, 9, 8, H42 H28 H29 H12 H38 H45 H15 H27 H0 H10 H22 H13 H34 H41 H5, H42 H28 H29 H12 H38 H45 H15 H27 H0 H10 H22 H13 H34 H41 H5
R89, H39, R51, H1, 9, 6, H16 H40 H5 H6 H49 H1 H39 H38 H8 H26 H34 H41 H14 H29 H35, H16 H40 H5 H6 H49 H1 H39 H38 H8 H26 H34 H41 H14 H29 H35, true, false, 0, 6, H37 H16 H49 H5 H39 H29 H1 H6 H12 H9 H20 H40 H14, H37 H16 H49 H5 H39 H29 H1 H6 H12 H9 H20 H40 H14
R90, NO_MATCH, R5, NO_MATCH, -1, 2147483647, H15 H7 H5 H38 H39 H22 H13 H0 H20 H30 H45 H27 H26 H16 H17, H15 H7 H5 H38 H39 H22 H13 H0 H20 H30 H45 H27 H26 H16 H17, true, false, -1, 2147483647, H22 H15 H2 H13 H32 H17 H18 H43 H5 H39 H10 H38 H12 H7, H22 H15 H2 H13 H32 H17 H18 H43 H5 H39 H10 H38 H12 H7
R91, H43, R99, H30, 5, 5, H32 H29 H12 H46 H42 H43 H17 H49 H41 H19 H10 H38 H9 H39 H28, H32 H29 H12 H46 H42 H43 H17 H49 H41 H19 H10 H38 H9 H39 H28, true, false, 5, 5, H17 H12 H42 H33 H43 H30 H29 H46 H21 H32 H36 H27, H17 H12 H42 H33 H43 H30 H29 H46 H21 H32 H36 H27
R92, H18, R27, H2, 0, 0, H18 H27 H10 H2 H14 H31 H6 H4 H30 H9 H38 H15 H35 H22, H18 H27 H10 H2 H14 H31 H6 H4 H30 H9 H38 H15 H35 H22, true, false, 4, 0, H2 H31 H4 H35 H22 H27 H10 H28 H29 H23 H41 H42 H24 H3 H49, H2 H31 H4 H35 H22 H27 H10 H28 H29 H23 H41 H42 H24 H3 H49
R93, NO_MATCH, R72, NO_MATCH, -1, 2147483647, H10 H24 H34 H14 H21 H3 H19 H47 H49 H28 H11 H12, H10 H24 H34 H14 H21 H3 H19 H47 H49 H28 H11 H12, true, false, -1, 2147483647, H3 H12 H21 H49 H10 H14 H11 H40 H24 H32 H28 H48 H34 H9 H8, H3 H12 H21 H49 H10 H14 H11 H40 H24 H32 H28 H48 H34 H9 H8
R94, H25, R40, H8, 5, 10, H8 H15 H46 H22 H9 H47 H33 H23 H40 H20 H25 H11 H19 H42 H16, H8 H15 H46 H22 H9 H47 H33 H23 H40 H20 H25 H11 H19 H42 H16, true, false, 1, 10, H46 H4 H22 H31 H37 H33 H9 H7 H19 H47 H8 H15 H43 H11, H46 H4 H22 H31 H37 H33 H9 H7 H19 H47 H8 H15 H43 H11
R95, H15, R79, H3, 3, 10, H18 H29 H23 H10 H34 H3 H24 H19 H32 H9 H15 H33 H49 H42 H48, H18 H29 H23 H10 H34 H3 H24 H19 H32 H9 H15 H33 H49 H42 H48, true, false, 6, 10, H24 H42 H43 H2 H29 H15 H34 H21 H49 H10 H3 H23 H18, H24 H42 H43 H2 H29 H15 H34 H21 H49 H10 H3 H23 H18
R96, H17, R87, H23, 4, 1, H5 H17 H43 H15 H26 H19 H32 H20 H8 H12 H34 H25 H21 H16 H0, H5 H17 H43 H15 H26 H19 H32 H20 H8 H12 H34 H25 H21 H16 H0, true, false, 6, 1, H5 H23 H47 H46 H19 H7 H43 H17 H12 H24 H15 H36 H32 H26, H5 H23 H47 H46 H19 H7 H43 H17 H12 H24 H15 H36 H32 H26
R97, H43, R68, H35, 5, 5, H34 H0 H41 H40 H12 H43 H30 H28 H15 H8 H24 H18 H35 H9 H47, H34 H0 H41 H40 H12 H43 H30 H28 H15 H8 H24 H18 H35 H9 H47, true, false, 3, 5, H40 H38 H41 H21 H0 H35 H34 H43 H24 H13 H19 H8 H12 H30, H40 H38 H41 H21 H0 H35 H34 H43 H24 H13 H19 H8 H12 H30
R98, H33, R52, H44, 0, 0, H33 H21 H46 H17 H20 H23 H44 H9 H19 H16 H27 H0 H7 H48 H2, H33 H21 H46 H17 H20 H23 H44 H9 H19 H16 H27 H0 H7 H48 H2, true, false, 6, 0, H44 H33 H20 H46 H4 H18 H23 H17 H11 H38 H29 H21, H44 H33 H20 H46 H4 H18 H23 H17 H11 H38 H29 H21
R99, H30, R91, H43, 5, 5, H17 H12 H42 H33 H43 H30 H29 H46 H21 H32 H36 H27, H17 H12 H42 H33 H43 H30 H29 H46 H21 H32 H36 H27, true, false, 5, 5, H32 H29 H12 H46 H42 H43 H17 H49 H41 H19 H10 H38 H9 H39 H28, H32 H29 H12 H46 H42 H43 H17 H49 H41 H19 H10 H38 H9 H39 H28
